ortho,phono,class,letters,phonemes,complexity,graphemes,syllabes,frequency,OLD20,Grapheme,Phoneme,Match,Grapheme.1,Phoneme.1,Match.1,orthography,phonology,match,Type,Token,Type.1,Token.1,Type.2,Token.2,Type.3,Token.3,Type.4,Token.4,Type.5,Token.5,type,token,Type.6,Assoc.,Type.7,Assoc..1,Type.8,Assoc..2,Type.9,Assoc..3,Type.10,Token.6,Type.11,Token.7,Type.12,Token.8,Type.13,Token.9,Type.14,Token.10,Type.15,Token.11,Type.16,Token.12,Type.17,Token.13,Type.18,Token.14,Type.19,Token.15,Type.20,Token.16,Type.21,Token.17,phono_IPA
assistants,asist@,NC,10.0,6.0,1.67,8.0,3.0,3.10977,3.4,.a.ss.i.s.t.an.t.s,.a.s.i.s.t.@.#.#,(a-a.ss-s.i-i.s-s.t-t.an-@.t-#.s-#),.a.ss.i.s.t.ants,.a.s.i.s.t.@,(a-a.ss-s.i-i.s-s.t-t.ants-@),ants,@,ants-@,71.0,2500.0,100.0,100.0,8.237,4.554,2019.0,71166.0,1586.0,41548.0,76.907,74.361,59.982,53.01,308.0,t-#,78.0,ants-@,6.889,t-#,8.543,ants-@,1012.0,30398.147,1856.0,54761.758,4002.0,210357.889,1012.0,30398.147,2106.0,54083.865,78.0,2556.241,99.508,96.524,69.444,66.94,99.084,96.724,99.901,62.317,62.861,62.413,8.543,6.091,a s i s t ɑ̃
assiste,asist,VER,7.0,5.0,1.4,6.0,2.0,12.43909,2.35,.a.ss.i.s.t.e,.a.s.i.s.t.°,(a-a.ss-s.i-i.s-s.t-t.e-°),.a.ss.i.s.te,.a.s.i.s.t,(a-a.ss-s.i-i.s-s.te-t),iste,ist,iste-ist,30.0,768.0,100.0,100.0,48.387,67.302,2297.0,79100.0,1342.0,36291.0,84.897,81.414,59.911,55.017,711.0,ss-s,358.0,te-t,51.832,s-s,21.022,ss-s,1012.0,30398.147,2452.0,68956.386,2962.0,168375.764,1012.0,30398.147,1780.0,44071.912,358.0,18839.025,99.508,96.524,77.468,72.99,100.0,100.0,99.901,62.317,52.512,51.324,42.118,58.793,a s i s t
assisté,asiste,"VER,ADJ,NC",7.0,6.0,1.17,6.0,3.0,12.43909,2.6,.a.ss.i.s.t.é,.a.s.i.s.t.e,(a-a.ss-s.i-i.s-s.t-t.é-e),.a.ss.i.s.t.é,.a.s.i.s.t.e,(a-a.ss-s.i-i.s-s.t-t.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,1921.0,53203.0,1690.0,43288.0,84.897,81.414,63.004,56.416,704.0,é-e,539.0,ss-s,51.832,s-s,21.022,ss-s,1012.0,30398.147,2452.0,68956.386,704.0,12995.844,1012.0,30398.147,2106.0,54083.865,704.0,12995.844,99.508,96.524,77.468,72.99,100.0,100.0,99.901,62.317,62.861,62.413,26.677,26.53,a s i s t e
assistent,asist,VER,9.0,5.0,1.8,7.0,2.0,12.43909,2.6,.a.ss.i.s.t.en.t,.a.s.i.s.t.#.#,(a-a.ss-s.i-i.s-s.t-t.en-#.t-#),.a.ss.i.s.tent,.a.s.i.s.t,(a-a.ss-s.i-i.s-s.tent-t),istent,ist,istent-ist,4.0,65.0,100.0,100.0,6.452,5.722,1932.0,57985.0,1289.0,32828.0,77.676,73.578,53.629,44.211,650.0,en-#,91.0,tent-t,35.269,en-#,10.706,tent-t,1012.0,30398.147,2092.0,57788.527,2055.0,86557.658,1012.0,30398.147,1780.0,44071.912,91.0,1526.903,99.508,96.524,69.028,63.983,99.084,98.604,99.901,62.317,52.512,51.324,10.706,4.765,a s i s t
assister,asiste,VER,8.0,6.0,1.33,6.0,3.0,31.09772,2.7,.a.ss.i.s.t.er,.a.s.i.s.t.e,(a-a.ss-s.i-i.s-s.t-t.er-e),.a.ss.i.s.t.er,.a.s.i.s.t.e,(a-a.ss-s.i-i.s-s.t-t.er-e),er,e,er-e,632.0,15089.0,98.596,94.232,28.571,26.531,1938.0,54314.0,1707.0,44399.0,84.652,80.578,63.642,58.684,711.0,ss-s,539.0,ss-s,51.832,s-s,21.022,ss-s,1012.0,30398.147,2452.0,68956.386,805.0,19660.067,1012.0,30398.147,2106.0,54083.865,805.0,19660.067,99.508,96.524,77.468,72.99,98.531,94.982,99.901,62.317,62.861,62.413,30.504,40.134,a s i s t e
assisteront,asistR§,VER,11.0,7.0,1.57,9.0,3.0,3.10977,4.25,.a.ss.i.s.t.e.r.on.t,.a.s.i.s.t.°.R.§.#,(a-a.ss-s.i-i.s-s.t-t.e-°.r-R.on-§.t-#),.a.ss.i.s.t.e.r.ont,.a.s.i.s.t.°.R.§,(a-a.ss-s.i-i.s-s.t-t.e-°.r-R.ont-§),ont,§,ont-§,65.0,9584.0,100.0,100.0,16.209,27.099,2481.0,75846.0,1900.0,50379.0,89.781,87.362,69.398,65.523,711.0,ss-s,64.0,ont-§,51.832,s-s,7.656,ont-§,1012.0,30398.147,2752.0,80807.765,2055.0,86557.658,1012.0,30398.147,2353.0,60886.01,64.0,7314.194,99.508,96.524,87.063,84.448,99.084,98.604,99.901,62.317,74.604,74.254,7.656,16.341,a s i s t ʁ ɔ̃
assit,asi,VER,5.0,3.0,1.67,4.0,2.0,3.10977,1.9,.a.ss.i.t,.a.s.i.#,(a-a.ss-s.i-i.t-#),.a.ss.it,.a.s.i,(a-a.ss-s.it-i),it,i,it-i,80.0,4201.0,97.561,99.852,14.363,10.917,2016.0,63758.0,550.0,15728.0,93.179,91.99,45.588,30.711,711.0,ss-s,99.0,it-i,74.122,i-i,15.84,it-i,1012.0,30398.147,2498.0,69037.25,2055.0,86557.658,1012.0,30398.147,539.0,11347.636,99.0,5439.002,99.508,96.524,87.061,86.416,99.084,98.604,99.901,62.317,21.022,17.844,15.84,11.971,a s i
associaient,asosjE,VER,11.0,6.0,1.83,8.0,3.0,3.10977,3.8,.a.ss.o.c.i.ai.en.t,.a.s.o.s.j.E.#.#,(a-a.ss-s.o-o.c-s.i-j.ai-E.en-#.t-#),.a.ss.o.c.i.aient,.a.s.o.s.j.E,(a-a.ss-s.o-o.c-s.i-j.aient-E),iaient,jE,iaient-jE,4.0,12.0,100.0,100.0,12.5,3.54,967.0,30793.0,631.0,17138.0,63.49,63.055,50.999,41.145,276.0,o-o,125.0,aient-E,10.53,o-o,17.313,aient-E,1012.0,30398.147,778.0,21564.29,2055.0,86557.658,1012.0,30398.147,662.0,17862.612,125.0,979.601,99.508,96.524,51.554,51.552,99.084,98.604,99.901,62.317,47.195,45.813,17.313,1.3,a s o s j ɛ
associant,asOsj@,VER,9.0,6.0,1.5,7.0,3.0,3.10977,3.1,.a.ss.o.c.i.an.t,.a.s.O.s.j.@.#,(a-a.ss-s.o-O.c-s.i-j.an-@.t-#),.a.ss.o.c.i.ant,.a.s.O.s.j.@,(a-a.ss-s.o-O.c-s.i-j.ant-@),iant,j@,iant-j@,12.0,146.0,100.0,100.0,26.087,22.816,1325.0,43007.0,1021.0,28271.0,78.896,77.992,61.808,52.382,711.0,ss-s,331.0,ant-@,24.494,i-j,18.877,c-s,1012.0,30398.147,1242.0,36819.233,2055.0,86557.658,1012.0,30398.147,1196.0,32784.146,331.0,8088.567,99.508,96.524,70.736,70.164,99.084,98.604,99.901,62.317,58.673,58.176,36.254,19.274,a s ɔ s j ɑ̃
association,asOsjasj§,NC,11.0,9.0,1.22,9.0,4.0,6.21954,4.55,.a.ss.o.c.i.a.t.i.on,.a.s.O.s.j.a.s.j.§,(a-a.ss-s.o-O.c-s.i-j.a-a.t-s.i-j.on-§),.a.ss.o.c.i.a.t.i.on,.a.s.O.s.j.a.s.j.§,(a-a.ss-s.o-O.c-s.i-j.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269.0,11985.0,99.63,99.974,61.982,71.028,1335.0,39614.0,1290.0,38117.0,64.174,63.163,66.103,63.245,408.0,on-§,408.0,on-§,9.193,t-s,16.03,t-s,1012.0,30398.147,1514.0,43072.743,408.0,24620.095,1012.0,30398.147,1456.0,41148.235,408.0,24620.095,99.508,96.524,54.146,53.166,99.029,99.786,99.901,62.317,63.746,64.555,48.804,55.006,a s ɔ s j a s j ɔ̃
associativité,asosjativite,NC,13.0,12.0,1.08,12.0,6.0,21.7684,6.1,.a.ss.o.c.i.a.t.i.v.i.t.é,.a.s.o.s.j.a.t.i.v.i.t.e,(a-a.ss-s.o-o.c-s.i-j.a-a.t-t.i-i.v-v.i-i.t-t.é-e),.a.ss.o.c.i.a.t.i.v.i.t.é,.a.s.o.s.j.a.t.i.v.i.t.e,(a-a.ss-s.o-o.c-s.i-j.a-a.t-t.i-i.v-v.i-i.t-t.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,2136.0,61663.0,1890.0,50385.0,73.505,72.488,74.727,71.422,276.0,o-o,207.0,o-o,10.53,o-o,18.877,c-s,1012.0,30398.147,2392.0,69655.761,704.0,12995.844,1012.0,30398.147,2096.0,56122.315,704.0,12995.844,99.508,96.524,68.256,67.334,100.0,100.0,99.901,62.317,77.015,76.821,26.677,26.53,a s o s j a t i v i t e
associe,asOsi,VER,7.0,5.0,1.4,6.0,3.0,158.59836,2.35,.a.ss.o.c.i.e,.a.s.O.s.i.#,(a-a.ss-s.o-O.c-s.i-i.e-#),.a.ss.o.c.ie,.a.s.O.s.i,(a-a.ss-s.o-O.c-s.ie-i),ie,i,ie-i,155.0,6851.0,100.0,100.0,27.828,17.802,1610.0,44616.0,908.0,24791.0,69.917,66.455,52.909,42.471,591.0,e-#,161.0,ie-i,16.592,e-#,18.877,c-s,1012.0,30398.147,2015.0,55860.308,591.0,13854.118,1012.0,30398.147,1122.0,28850.54,161.0,7006.338,99.508,96.524,75.851,74.335,16.592,4.866,99.901,62.317,46.295,44.873,25.76,15.421,a s ɔ s i
associé,asOsje,"VER,ADJ,NC",7.0,6.0,1.17,6.0,3.0,6.21954,2.45,.a.ss.o.c.i.é,.a.s.O.s.j.e,(a-a.ss-s.o-O.c-s.i-j.é-e),.a.ss.o.c.i.é,.a.s.O.s.j.e,(a-a.ss-s.o-O.c-s.i-j.é-e),ié,je,ié-je,31.0,392.0,100.0,100.0,8.447,5.344,1151.0,31342.0,1083.0,29088.0,75.547,74.559,60.211,53.592,704.0,é-e,484.0,c-s,24.494,i-j,18.877,c-s,1012.0,30398.147,1298.0,36164.476,704.0,12995.844,1012.0,30398.147,1196.0,32784.146,704.0,12995.844,99.508,96.524,63.444,62.707,100.0,100.0,99.901,62.317,58.673,58.176,26.677,26.53,a s ɔ s j e
associée,asosje,"VER,ADJ,NC",8.0,6.0,1.33,7.0,3.0,9.32932,2.85,.a.ss.o.c.i.é.e,.a.s.o.s.j.e.#,(a-a.ss-s.o-o.c-s.i-j.é-e.e-#),.a.ss.o.c.i.ée,.a.s.o.s.j.e,(a-a.ss-s.o-o.c-s.i-j.ée-e),iée,je,iée-je,12.0,128.0,85.714,70.689,3.27,1.739,1068.0,27386.0,666.0,17770.0,55.838,54.653,50.248,42.551,276.0,o-o,207.0,o-o,10.53,o-o,12.808,ée-e,1012.0,30398.147,1175.0,29490.116,591.0,13854.118,1012.0,30398.147,662.0,17862.612,338.0,4770.442,99.508,96.524,54.954,56.236,16.592,4.866,99.901,62.317,47.195,45.813,12.808,9.738,a s o s j e
associées,asOsje,"VER,ADJ,NC",9.0,6.0,1.5,8.0,3.0,3.10977,3.1,.a.ss.o.c.i.é.e.s,.a.s.O.s.j.e.#.#,(a-a.ss-s.o-O.c-s.i-j.é-e.e-#.s-#),.a.ss.o.c.i.ées,.a.s.O.s.j.e,(a-a.ss-s.o-O.c-s.i-j.ées-e),iées,je,iées-je,9.0,115.0,90.0,92.5,2.452,1.569,1664.0,55719.0,1004.0,27401.0,70.045,68.264,57.224,50.148,358.0,e-#,231.0,ées-e,8.14,e-#,8.753,ées-e,1012.0,30398.147,1383.0,34165.689,4002.0,210357.889,1012.0,30398.147,1196.0,32784.146,231.0,2873.463,99.508,96.524,60.295,58.811,99.084,96.724,99.901,62.317,58.673,58.176,8.753,5.866,a s ɔ s j e
associent,asOsi,VER,9.0,5.0,1.8,7.0,3.0,3.10977,2.7,.a.ss.o.c.i.en.t,.a.s.O.s.i.#.#,(a-a.ss-s.o-O.c-s.i-i.en-#.t-#),.a.ss.o.c.ient,.a.s.O.s.i,(a-a.ss-s.o-O.c-s.ient-i),ient,i,ient-i,21.0,233.0,47.727,13.135,3.77,0.606,1682.0,50502.0,881.0,23438.0,76.752,74.346,48.525,39.494,650.0,en-#,24.0,ient-i,35.269,en-#,3.84,ient-i,1012.0,30398.147,1742.0,47311.664,2055.0,86557.658,1012.0,30398.147,1122.0,28850.54,24.0,242.565,99.508,96.524,67.735,65.058,99.084,98.604,99.901,62.317,46.295,44.873,3.84,0.534,a s ɔ s i
associer,asOsje,VER,8.0,6.0,1.33,6.0,3.0,3.10977,2.55,.a.ss.o.c.i.er,.a.s.O.s.j.e,(a-a.ss-s.o-O.c-s.i-j.er-e),.a.ss.o.c.i.er,.a.s.O.s.j.e,(a-a.ss-s.o-O.c-s.i-j.er-e),ier,je,ier-je,115.0,3443.0,98.291,96.85,31.335,46.946,1168.0,32453.0,1100.0,30199.0,75.303,73.722,60.849,55.859,711.0,ss-s,484.0,c-s,24.494,i-j,18.877,c-s,1012.0,30398.147,1298.0,36164.476,805.0,19660.067,1012.0,30398.147,1196.0,32784.146,805.0,19660.067,99.508,96.524,63.444,62.707,98.531,94.982,99.901,62.317,58.673,58.176,30.504,40.134,a s ɔ s j e
associerais,asosiRE,VER,11.0,7.0,1.57,9.0,4.0,3.10977,4.45,.a.ss.o.c.i.e.r.ai.s,.a.s.o.s.i.#.R.E.#,(a-a.ss-s.o-o.c-s.i-i.e-#.r-R.ai-E.s-#),.a.ss.o.c.i.e.r.ais,.a.s.o.s.i.#.R.E,(a-a.ss-s.o-o.c-s.i-i.e-#.r-R.ais-E),ais,E,ais-E,110.0,5218.0,100.0,100.0,16.153,5.725,2053.0,71061.0,1400.0,37097.0,70.043,69.342,50.205,43.425,276.0,o-o,23.0,e-#,8.14,e-#,0.0,e-#,1012.0,30398.147,1924.0,56969.932,4002.0,210357.889,1012.0,30398.147,1679.0,43523.547,113.0,5239.983,99.508,96.524,61.685,61.547,99.084,96.724,99.901,62.317,47.681,46.354,15.651,6.956,a s o s i ʁ ɛ
associes,asosi,VER,8.0,5.0,1.6,7.0,3.0,6.21954,2.55,.a.ss.o.c.i.e.s,.a.s.o.s.i.#.#,(a-a.ss-s.o-o.c-s.i-i.e-#.s-#),.a.ss.o.c.ies,.a.s.o.s.i,(a-a.ss-s.o-o.c-s.ies-i),ies,i,ies-i,67.0,1773.0,100.0,100.0,12.029,4.606,1623.0,59606.0,462.0,11810.0,61.61,60.689,40.751,30.282,276.0,o-o,68.0,ies-i,8.14,e-#,10.88,ies-i,1012.0,30398.147,1270.0,35296.69,4002.0,210357.889,1012.0,30398.147,410.0,8955.161,68.0,1785.019,99.508,96.524,46.536,46.315,99.084,96.724,99.901,62.317,30.992,28.389,10.88,3.929,a s o s i
associés,asOsje,"VER,ADJ,NC",8.0,6.0,1.33,7.0,3.0,15.54886,2.9,.a.ss.o.c.i.é.s,.a.s.O.s.j.e.#,(a-a.ss-s.o-O.c-s.i-j.é-e.s-#),.a.ss.o.c.i.és,.a.s.O.s.j.e,(a-a.ss-s.o-O.c-s.i-j.és-e),iés,je,iés-je,21.0,280.0,100.0,100.0,5.722,3.817,1851.0,62922.0,1029.0,27800.0,78.889,77.593,58.165,50.962,711.0,ss-s,380.0,és-e,24.494,i-j,14.399,és-e,1012.0,30398.147,1588.0,39940.25,4002.0,210357.889,1012.0,30398.147,1196.0,32784.146,380.0,5268.017,99.508,96.524,70.726,69.981,99.084,96.724,99.901,62.317,58.673,58.176,14.399,10.754,a s ɔ s j e
assoient,aswa,VER,8.0,4.0,2.0,5.0,2.0,6.21954,2.6,.a.ss.oi.en.t,.a.s.wa.#.#,(a-a.ss-s.oi-wa.en-#.t-#),.a.ss.oient,.a.s.wa,(a-a.ss-s.oient-wa),oient,wa,oient-wa,8.0,171.0,100.0,100.0,8.889,1.51,936.0,32002.0,520.0,13972.0,81.891,80.816,43.338,27.226,254.0,oi-wa,8.0,oient-wa,35.269,en-#,9.091,oient-wa,1012.0,30398.147,538.0,14351.66,2055.0,86557.658,1012.0,30398.147,539.0,11347.636,8.0,171.038,99.508,96.524,70.288,69.651,99.084,98.604,99.901,62.317,21.022,17.844,9.091,1.517,a s w a
assois,aswa,VER,6.0,4.0,1.5,4.0,2.0,12.43909,2.25,.a.ss.oi.s,.a.s.wa.#,(a-a.ss-s.oi-wa.s-#),.a.ss.ois,.a.s.wa,(a-a.ss-s.ois-wa),ois,wa,ois-wa,27.0,4232.0,93.103,93.028,30.0,37.37,1495.0,67673.0,526.0,15326.0,93.547,93.562,50.535,39.235,254.0,oi-wa,27.0,ois-wa,75.595,oi-wa,21.022,ss-s,1012.0,30398.147,483.0,14968.944,4002.0,210357.889,1012.0,30398.147,539.0,11347.636,27.0,4232.401,99.508,96.524,87.798,90.5,99.084,96.724,99.901,62.317,21.022,17.844,30.682,37.545,a s w a
assoit,aswa,VER,6.0,4.0,1.5,4.0,2.0,15.54886,2.25,.a.ss.oi.t,.a.s.wa.#,(a-a.ss-s.oi-wa.t-#),.a.ss.oit,.a.s.wa,(a-a.ss-s.oit-wa),oit,wa,oit-wa,17.0,2168.0,100.0,100.0,18.889,19.138,1008.0,36723.0,523.0,14638.0,93.547,94.032,46.747,33.13,254.0,oi-wa,17.0,oit-wa,75.595,oi-wa,19.318,oit-wa,1012.0,30398.147,483.0,14968.944,2055.0,86557.658,1012.0,30398.147,539.0,11347.636,17.0,2167.51,99.508,96.524,87.798,90.5,99.084,98.604,99.901,62.317,21.022,17.844,19.318,19.228,a s w a
assoupi,asupi,"ADJ,VER",7.0,5.0,1.4,5.0,3.0,3.10977,3.4,.a.ss.ou.p.i,.a.s.u.p.i,(a-a.ss-s.ou-u.p-p.i-i),.a.ss.ou.p.i,.a.s.u.p.i,(a-a.ss-s.ou-u.p-p.i-i),i,i,i-i,109.0,15440.0,100.0,100.0,19.569,40.121,830.0,29802.0,772.0,26968.0,98.085,97.649,64.349,61.06,120.0,i-i,120.0,i-i,93.945,ou-u,19.2,i-i,1012.0,30398.147,1006.0,33541.089,120.0,17986.932,1012.0,30398.147,910.0,28818.373,120.0,17986.932,99.508,96.524,96.973,97.24,100.0,100.0,99.901,62.317,67.549,67.798,19.2,39.589,a s u p i
assoyant,aswaj@,VER,8.0,6.0,1.33,5.0,3.0,3.10977,3.0,.a.ss.oy.an.t,.a.s.waj.@.#,(a-a.ss-s.oy-waj.an-@.t-#),.a.ss.oy.ant,.a.s.waj.@,(a-a.ss-s.oy-waj.ant-@),yant,j@,yant-j@,10.0,109.0,100.0,100.0,21.739,16.99,974.0,34624.0,489.0,12963.0,99.429,98.455,63.308,48.373,73.0,oy-waj,73.0,oy-waj,98.649,oy-waj,21.022,ss-s,1012.0,30398.147,601.0,18720.906,2055.0,86557.658,1012.0,30398.147,306.0,6682.944,331.0,8088.567,99.508,96.524,99.517,99.049,99.084,98.604,99.901,62.317,58.538,55.951,36.254,19.274,a s w a j ɑ̃
assurance,asyR@s,NC,9.0,6.0,1.5,7.0,3.0,12.43909,3.6,.a.ss.u.r.an.c.e,.a.s.y.R.@.s.°,(a-a.ss-s.u-y.r-R.an-@.c-s.e-°),.a.ss.u.r.an.ce,.a.s.y.R.@.s,(a-a.ss-s.u-y.r-R.an-@.ce-s),ance,@s,ance-@s,29.0,896.0,100.0,100.0,26.606,30.094,1997.0,73649.0,1410.0,40198.0,88.505,87.488,64.972,58.052,711.0,ss-s,145.0,ce-s,39.889,c-s,21.022,ss-s,1012.0,30398.147,2001.0,63353.147,2962.0,168375.764,1012.0,30398.147,1826.0,50858.225,145.0,7357.728,99.508,96.524,84.005,83.179,100.0,100.0,99.901,62.317,64.947,63.606,30.146,31.568,a s y ʁ ɑ̃ s
assurances,asyR@s,NC,10.0,6.0,1.67,8.0,3.0,3.10977,3.85,.a.ss.u.r.an.c.e.s,.a.s.y.R.@.s.°.#,(a-a.ss-s.u-y.r-R.an-@.c-s.e-°.s-#),.a.ss.u.r.an.ces,.a.s.y.R.@.s,(a-a.ss-s.u-y.r-R.an-@.ces-s),ances,@s,ances-@s,14.0,367.0,100.0,100.0,12.844,12.33,2157.0,77027.0,1397.0,39346.0,89.827,88.643,62.166,54.394,711.0,ss-s,64.0,ces-s,39.889,c-s,13.306,ces-s,1012.0,30398.147,2040.0,62576.642,4002.0,210357.889,1012.0,30398.147,1826.0,50858.225,64.0,2242.148,99.508,96.524,86.671,85.983,99.084,96.724,99.901,62.317,64.947,63.606,13.306,9.62,a s y ʁ ɑ̃ s
assure,asyR,VER,6.0,4.0,1.5,5.0,2.0,59.08566,1.9,.a.ss.u.r.e,.a.s.y.R.°,(a-a.ss-s.u-y.r-R.e-°),.a.ss.u.re,.a.s.y.R,(a-a.ss-s.u-y.re-R),ure,yR,ure-yR,61.0,3268.0,100.0,100.0,51.695,32.549,2447.0,90965.0,810.0,29308.0,95.948,94.443,63.293,53.959,711.0,ss-s,537.0,re-R,80.266,u-y,21.022,ss-s,1012.0,30398.147,2754.0,85350.112,2962.0,168375.764,1012.0,30398.147,846.0,25554.662,537.0,35725.115,99.508,96.524,93.411,91.897,100.0,100.0,99.901,62.317,59.533,58.553,34.204,36.411,a s y ʁ
assuré,asyRe,"VER,ADJ,NC",6.0,5.0,1.2,5.0,3.0,3.10977,2.4,.a.ss.u.r.é,.a.s.y.R.e,(a-a.ss-s.u-y.r-R.é-e),.a.ss.u.r.é,.a.s.y.R.e,(a-a.ss-s.u-y.r-R.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,1996.0,59889.0,1689.0,46517.0,95.948,94.443,68.365,60.365,704.0,é-e,539.0,ss-s,80.266,u-y,21.022,ss-s,1012.0,30398.147,2754.0,85350.112,704.0,12995.844,1012.0,30398.147,2243.0,63063.357,704.0,12995.844,99.508,96.524,93.411,91.897,100.0,100.0,99.901,62.317,71.749,70.993,26.677,26.53,a s y ʁ e
assurée,asyRe,"VER,ADJ,NC",7.0,5.0,1.4,6.0,3.0,6.21954,2.4,.a.ss.u.r.é.e,.a.s.y.R.e.#,(a-a.ss-s.u-y.r-R.é-e.e-#),.a.ss.u.r.ée,.a.s.y.R.e,(a-a.ss-s.u-y.r-R.ée-e),ée,e,ée-e,303.0,4428.0,100.0,100.0,13.698,7.787,2103.0,59224.0,1616.0,44872.0,82.698,79.36,65.591,57.007,591.0,e-#,338.0,ée-e,16.592,e-#,12.808,ée-e,1012.0,30398.147,2754.0,77773.421,591.0,13854.118,1012.0,30398.147,2243.0,63063.357,338.0,4770.442,99.508,96.524,95.022,93.692,16.592,4.866,99.901,62.317,71.749,70.993,12.808,9.738,a s y ʁ e
assurent,asyR,VER,8.0,4.0,2.0,6.0,2.0,6.21954,2.75,.a.ss.u.r.en.t,.a.s.y.R.#.#,(a-a.ss-s.u-y.r-R.en-#.t-#),.a.ss.u.rent,.a.s.y.R,(a-a.ss-s.u-y.rent-R),urent,yR,urent-yR,8.0,84.0,100.0,100.0,6.78,0.836,1997.0,64354.0,695.0,20603.0,85.683,83.129,55.936,45.086,650.0,en-#,75.0,rent-R,35.269,en-#,4.777,rent-R,1012.0,30398.147,2228.0,67291.857,2055.0,86557.658,1012.0,30398.147,846.0,25554.662,75.0,904.954,99.508,96.524,78.876,75.911,99.084,98.604,99.901,62.317,59.533,58.553,4.777,0.922,a s y ʁ
assurer,asyRe,VER,7.0,5.0,1.4,5.0,3.0,62.19544,2.5,.a.ss.u.r.er,.a.s.y.R.e,(a-a.ss-s.u-y.r-R.er-e),.a.ss.u.r.er,.a.s.y.R.e,(a-a.ss-s.u-y.r-R.er-e),er,e,er-e,632.0,15089.0,98.596,94.232,28.571,26.531,2016.0,61222.0,1709.0,47850.0,95.655,93.439,69.13,63.086,711.0,ss-s,539.0,ss-s,80.266,u-y,21.022,ss-s,1012.0,30398.147,2754.0,85350.112,805.0,19660.067,1012.0,30398.147,2243.0,63063.357,805.0,19660.067,99.508,96.524,93.411,91.897,98.531,94.982,99.901,62.317,71.749,70.993,30.504,40.134,a s y ʁ e
asticot,astiko,NC,7.0,6.0,1.17,7.0,3.0,3.10977,3.45,.a.s.t.i.c.o.t,.a.s.t.i.k.o.#,(a-a.s-s.t-t.i-i.c-k.o-o.t-#),.a.s.t.i.c.ot,.a.s.t.i.k.o,(a-a.s-s.t-t.i-i.c-k.ot-o),ot,o,ot-o,20.0,2715.0,100.0,100.0,7.782,10.542,1930.0,60143.0,1662.0,44772.0,68.317,65.915,68.577,64.797,276.0,o-o,23.0,ot-o,10.53,o-o,8.333,ot-o,1012.0,30398.147,2089.0,60808.736,2055.0,86557.658,1012.0,30398.147,2234.0,58874.483,23.0,2733.491,99.508,96.524,55.925,53.256,99.084,98.604,99.901,62.317,75.807,77.502,8.333,16.458,a s t i k o
asticots,astiko,NC,8.0,6.0,1.33,8.0,3.0,3.10977,3.4,.a.s.t.i.c.o.t.s,.a.s.t.i.k.o.#.#,(a-a.s-s.t-t.i-i.c-k.o-o.t-#.s-#),.a.s.t.i.c.ots,.a.s.t.i.k.o,(a-a.s-s.t-t.i-i.c-k.ots-o),ots,o,ots-o,17.0,3256.0,100.0,100.0,6.615,12.643,1971.0,69763.0,1661.0,44864.0,60.639,58.652,68.396,65.356,276.0,o-o,20.0,ots-o,6.889,t-#,7.246,ots-o,1012.0,30398.147,1792.0,52891.738,4002.0,210357.889,1012.0,30398.147,2234.0,58874.483,20.0,3290.14,99.508,96.524,47.753,45.994,99.084,96.724,99.901,62.317,75.807,77.502,7.246,19.809,a s t i k o
astre,astR,NC,5.0,4.0,1.25,5.0,1.0,15.54886,1.9,.a.s.t.r.e,.a.s.t.R.°,(a-a.s-s.t-t.r-R.e-°),.a.s.t.re,.a.s.t.R,(a-a.s-s.t-t.re-R),astre,astR,astre-astR,2.0,22.0,100.0,100.0,66.667,70.001,3002.0,106994.0,1412.0,43769.0,87.045,83.129,66.9,58.363,1012.0,a-a,537.0,re-R,51.832,s-s,34.204,re-R,1012.0,30398.147,3678.0,112065.235,2962.0,168375.764,1012.0,30398.147,2049.0,54475.687,537.0,35725.115,99.508,96.524,78.573,73.041,100.0,100.0,99.901,62.317,66.748,67.362,34.204,36.411,a s t ʁ
astres,astR,NC,6.0,4.0,1.5,6.0,1.0,9.32932,2.1,.a.s.t.r.e.s,.a.s.t.R.°.#,(a-a.s-s.t-t.r-R.e-°.s-#),.a.s.t.res,.a.s.t.R,(a-a.s-s.t-t.res-R),astres,astR,astres-astR,1.0,9.0,100.0,100.0,33.333,29.999,3048.0,105941.0,1341.0,37071.0,89.052,85.395,62.394,51.537,1012.0,a-a,254.0,res-R,51.832,s-s,16.178,res-R,1012.0,30398.147,3318.0,98722.455,4002.0,210357.889,1012.0,30398.147,2049.0,54475.687,254.0,8934.409,99.508,96.524,83.93,79.781,99.084,96.724,99.901,62.317,66.748,67.362,16.178,9.106,a s t ʁ
