"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL","SUBTLWF","LgSUBTLWF","SUBTLCD","LgSUBTLCD","Ortho_N","Phono_N","Phono_N_H","OG_N","OG_N_H","Freq_N","Freq_N_P","Freq_N_PH","Freq_N_OG","Freq_N_OGH","Freq_Greater","Freq_G_Mean","Freq_Less","Freq_L_Mean","Freq_Rel","OLD","OLDF","PLD","PLDF","Concreteness_Rating","Semantic_Neighborhood_Density","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Body_Object_Interaction","Emotional_Valence","Emotional_Arousal","Emotional_Dominance","Assoc_Freq_R1","Assoc_Types_R1","Assoc_Freq_R123","Assoc_Types_R123","BG_Sum","BG_Mean","BG_Freq_By_Pos","Pron","NPhon","NSyll","MorphSp","MorphPr","NMorph","POS","I_Mean_RT","I_Zscore","I_SD","Obs","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_SD","I_NMG_Obs","I_NMG_Mean_Accuracy"
"predispositions","15","9","59","4.078","0.060","0.602","0.040","0.602","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.550","5.873","6.850","5.185","#","0.257","0","#","12.790","#","#","#","#","#","#","#","#","35,378","2,527.000","2,882","pr%id%Isp@z""IS@nz","14","5","#","","#","#","1,010.464","0.923","394.702","28","0.90","963.619","1.126","199.658","21","0.913"
"predominance","12","2","102","4.625","0.040","0.477","0.020","0.477","0","1","1","0","0","#","6.335","6.335","#","#","#","#","#","#","#","3.850","5.716","3.600","5.876","1.560","0.376","0","1.719","13.310","#","#","#","#","#","#","#","#","28,383","2,580.273","3,322","prI.d""A.m@.n@ns","11","4","{pre--domin--ance}","{prI-.-d""A.m@.n--@ns}","3","NN","909.393","0.477","293.424","28","0.85","835.778","0.375","202.001","27","1.000"
"predominant","11","1","564","6.335","0.140","0.903","0.080","0.903","0","1","1","0","0","#","4.625","4.625","#","#","#","#","#","#","#","3.700","6.143","3.500","6.359","2.330","0.562","304","1.941","14.560","#","#","#","#","1","1","3","3","28,371","2,837.100","3,373","prI.d""A.m@.n@nt","11","4","{pre--domin--ant}","{prI-.-d""A.m@.n--@nt}","3","JJ","789.094","0.090","204.389","32","0.94","778.000","0.203","185.927","28","1.000"
"predominantly","13","7","1,474","7.296","0.370","1.301","0.180","1.204","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.100","5.722","4.300","5.612","2.190","0.623","4,516","2.022","#","#","#","#","#","#","#","#","#","30,335","2,527.917","3,482","prI.d""A.m@.n@nt.li","13","5","{pre--domin--ant}>ly>","{prI-.-d""A.m@.n--@nt}.>li>","4","RB","971.909","0.532","360.200","33","0.97","841.720","0.323","282.244","25","0.962"
"predominate","11","#","1,047","6.954","0.060","0.602","0.040","0.602","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.100","4.881","3.550","5.239","2.170","0.413","0","1.861","11.380","#","#","#","#","1","1","2","2","30,446","3,044.600","3,677","prI.d""A.m@.net","10","4","{pre--domin--ate}","{prI-.-d""A.m@.n--et}","3","VB","831.484","0.161","294.563","31","0.97","818.043","0.298","242.678","23","0.852"
"predominated","12","1","55","4.007","#","#","#","#","1","0","0","0","0","4.0","#","0.000","#","#","1","4.0","0","#","0.99","3.300","5.941","4.150","6.225","#","0.335","0","1.782","#","#","#","#","#","#","#","#","#","34,931","3,175.545","3,824","prI.d""A.m@.n%e4.@d","12","5","{pre--domin--ate}>ed>","{prI-.-d""A.m@.n--%e4}.>@d>","4","VB|JJ","974.000","0.419","361.056","32","0.97","854.692","0.370","239.746","26","1.000"
"predominately","13","1","380","5.940","0.180","1.000","0.080","0.903","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.100","5.324","4.250","5.381","1.960","0.480","0","#","#","#","#","#","#","#","#","#","#","33,724","2,810.333","3,805","prI.d""A.m@.n@t.li","12","5","{pre--domin--ate}>ly>","{prI-.-d""A.m@.n--@t}.>li>","4","RB","982.643","0.410","528.657","28","0.85","818.577","0.428","201.070","26","0.963"
"predominates","12","1","57","4.043","0.040","0.477","0.020","0.477","1","0","0","0","0","4.0","#","0.000","#","#","0","#","1","4.0","1.01","3.350","5.670","3.850","5.692","#","0.334","0","1.746","11.380","#","#","#","#","#","#","#","#","34,935","3,175.909","3,798","prI.d""A.m@.nets","11","4","{pre--domin--ate}>s>","{prI-.-d""A.m@.n--et}>s>","4","VB","998.846","0.549","437.987","26","0.79","834.192","0.440","276.790","26","0.963"
"predominating","13","1","50","3.912","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.900","5.801","4.400","5.611","#","0.263","0","#","#","#","#","#","#","#","#","#","#","41,642","3,470.167","3,908","prI.d""A.m@.n%e4.IN","12","5","{pre--domin--ate}>ing>","{prI-.-d""A.m@.n--%e4}.>IN>","4","VB","1,014.800","0.632","368.194","30","0.97","873.654","0.542","284.210","26","0.929"
"predomination","13","1","1","0.000","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.500","5.611","4.000","6.111","#","0.345","0","#","#","#","#","#","#","#","#","#","#","37,942","3,161.833","4,112","prI.d%A.m@.n""e.Sn=","11","5","{pre--domin--ate}>ion>","{prI-.-d%A.m@.n--""e.S$}>n=>","4","NN","840.645","0.523","233.126","31","0.94","873.040","0.700","248.462","25","1.000"
"preemployment","13","1","10","2.303","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","5.400","6.878","6.000","6.410","#","0.183","0","#","#","#","#","#","#","#","#","#","#","19,747","1,645.583","2,393","pr%i.Im.pl""OI.m@nt","12","4","<pre<-{employ}>ment>","<pr%i<.{Im.pl""OI}.>m@nt>","3","NN","1,150.053","1.205","467.577","19","0.66","920.962","0.927","230.967","26","1.000"
"preempt","7","#","236","5.464","0.250","1.146","0.150","1.146","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.900","6.810","2.900","6.559","#","0.309","0","#","14.200","#","#","#","#","3","2","5","4","9,008","1,501.333","2,169","pri.""Empt","7","2","{pree--mpt}","{pri-.-""Empt}","2","VB","808.053","0.459","226.352","19","0.63","800.960","0.313","161.105","25","0.926"
"preemptively","12","#","281","5.638","0.160","0.954","0.100","0.954","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.600","6.123","4.800","5.607","#","0.241","0","#","#","#","#","#","#","#","#","#","#","19,837","1,803.364","3,291","pri.""Empt.Iv.li","11","4","{pree--mpt}>ive>>ly>","{pri-.-""Empt}.>Iv>.>li>","4","RB","1,011.000","0.691","372.834","23","0.72","804.261","0.584","154.814","23","0.920"
"preen","5","#","119","4.779","0.060","0.602","0.040","0.602","1","6","6","1","1","11.4","7.544","7.544","11.416","11.416","1","11.4","0","#","0.42","1.950","8.221","1.800","8.237","2.910","0.194","0","#","13.230","#","#","#","#","2","2","12","10","10,572","2,643.000","2,437","pr""in","4","1","{preen}","{pr""in}","1","VB","697.688","-0.082","278.628","16","0.47","706.545","-0.227","174.834","22","0.880"
"preening","8","1","73","4.290","0.100","0.778","0.060","0.778","1","2","2","1","1","4.7","6.173","6.173","4.745","4.745","1","4.7","0","#","0.90","1.950","6.723","1.950","6.993","#","0.204","0","#","13.230","#","#","#","#","2","2","8","6","22,904","3,272.000","4,439","pr""in.IN","6","2","{preen}>ing>","{pr""in}.>IN>","2","VB|NN|JJ","760.154","0.151","269.721","13","0.38","726.800","-0.002","140.222","20","0.833"
"prefab","6","1","110","4.700","0.180","1.000","0.080","0.903","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.750","7.487","3.000","6.968","#","0.255","0","#","16.470","#","#","#","#","#","#","#","#","7,767","1,553.400","1,809","pr""i.fab","6","2","{pre--fab}","{pr""i-.-fab}","2","JJ|NN|VB","750.250","0.126","211.572","8","0.24","795.500","0.246","239.183","26","0.929"
"prefabricate","12","#","0","0.000","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.450","4.602","5.600","4.322","2.780","0.349","0","#","#","#","#","#","#","#","#","#","#","23,887","2,171.545","2,610","pr%i.f""a.brIk.et","11","4","<pre<{fabric}>ate>","<pr%i<.{f""a.brIk}.>et>","3","VB","1,078.182","1.155","346.726","22","0.69","864.762","0.809","216.645","21","0.840"
"prefabricated","13","2","40","3.689","0.080","0.699","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.750","5.482","6.450","4.538","2.770","0.440","0","1.511","13.060","#","#","#","#","#","#","#","#","28,372","2,364.333","2,654","pr%i.f""a.brIk.%e4.@d","13","5","<pre<{fabric}>ate>>ed>","<pr%i<.{f""a.brIk}.>%e4>.>@d>","4","VB|JJ","1,075.750","0.942","303.948","20","0.65","919.304","0.742","259.691","23","0.852"
"prefabrication","14","#","3","1.099","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.550","5.688","5.600","5.191","2.370","0.210","0","#","#","#","#","#","#","#","#","#","#","31,383","2,414.077","2,855","pr%i.fa.brIk.""e.Sn=","12","5","<pre<{fabric}>ate>>ion>","<pr%i<.{fa.brIk}.>""e.S$>>n=>","4","NN","1,059.083","1.095","362.421","24","0.83","935.478","1.102","188.882","23","0.958"
"preface","7","3","1,280","7.155","0.550","1.462","0.290","1.398","0","1","1","0","0","#","8.769","8.769","#","#","#","#","#","#","#","2.400","7.499","2.050","7.732","2.730","0.555","7","1.448","9.670","1.560","5.520","2.900","4.770","5","5","11","11","9,857","1,642.833","2,046","pr""E.f@s","6","2","{pre--face}","{pr""E-.-f@s}","2","NN|VB","692.545","-0.396","260.635","33","0.97","713.957","-0.124","175.594","23","0.821"
"prefaced","8","2","234","5.455","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.750","6.901","2.450","7.913","#","0.299","0","1.872","9.670","#","#","#","#","#","#","#","#","14,342","2,048.857","2,836","pr""E.f@st","7","2","{pre--face}>ed>","{pr""E-.-f@s}>t>","3","VB|JJ","829.212","0.114","318.705","33","0.97","786.364","0.081","180.832","22","0.815"
"prefer","6","27","43,552","10.682","32.920","3.225","15.630","3.118","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","1.900","6.883","2.350","7.696","1.620","0.604","3,202","2.052","6.950","1.370","5.620","4.650","6.890","35","8","84","24","13,066","2,613.200","3,140","pr@.f""3`","5","2","{prefer}","{pr@.f""3`}","1","VB","665.879","-0.336","183.295","33","1.00","649.414","-0.399","136.167","29","1.000"
"preferable","10","6","3,192","8.068","0.920","1.681","0.550","1.672","1","0","0","0","0","9.4","#","0.000","#","#","1","9.4","0","#","0.86","3.200","6.243","3.150","5.903","1.540","0.482","0","2.051","9.000","#","6.260","4.240","6.260","#","#","7","7","21,778","2,419.778","3,902","pr""E.f@`.@.bl=","8","4","{prefer}>able>","{pr""E.f@`$}.>@.bl=>","2","JJ","866.606","0.032","291.001","33","1.00","676.286","-0.086","112.987","28","1.000"
"preferably","10","14","11,663","9.364","2.980","2.185","1.720","2.161","1","0","0","0","0","8.1","#","0.000","#","#","0","#","1","8.1","1.16","3.750","6.414","3.400","6.236","2.070","0.493","0","1.911","#","#","#","#","#","#","#","1","1","19,906","2,211.778","3,931","pr""E.f@`.@.bli","9","4","{prefer}>able>>y>","{pr""E.f@`$}.>@.bl>>i>","3","RB","962.029","0.392","486.610","34","0.97","772.920","0.085","240.004","25","0.962"
"preference","10","9","11,441","9.345","2.330","2.079","1.180","2.000","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.750","6.732","2.700","6.763","2.030","0.604","3,435","1.956","9.170","#","6.160","4.230","7.270","24","18","101","57","24,454","2,717.111","4,194","pr""E.f@`.@ns","8","3","{prefer}>ence>","{pr""E.f@`$}.>@ns>","2","NN","679.576","-0.236","229.227","33","0.97","727.115","0.087","162.112","26","1.000"
"preferences","11","7","8,341","9.029","0.410","1.342","0.230","1.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.250","7.147","3.900","6.794","#","0.563","436","1.669","9.170","#","#","#","#","#","#","2","2","28,943","2,894.300","4,402","pr""E.f@`.@ns.@z","10","4","{prefer}>ence>>s>","{pr""E.f@`$}.>@ns>.>@z>","3","NN","768.406","-0.196","385.440","32","0.97","721.308","-0.041","172.616","26","1.000"
"preferential","12","4","894","6.796","0.390","1.322","0.150","1.146","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.800","6.483","3.900","6.455","1.880","0.470","0","1.724","12.590","#","5.150","3.680","5.380","#","#","3","3","33,403","3,036.636","4,835","pr%E.f@`.""En.Sl=","9","4","{prefer}>ence>>ial>","{pr%E.f@`$}.>""En.S$>>l=>","3","JJ","899.565","0.525","328.126","23","0.79","787.650","0.365","205.020","20","0.870"
"preferment","10","1","3","1.099","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.300","6.774","4.050","6.598","#","0.269","0","#","16.670","#","#","#","#","#","#","#","#","22,224","2,469.333","3,992","pr@.f""3`.m@nt","9","3","{prefer}>ment>","{pr@.f""3`}.>m@nt>","2","NN","1,239.467","1.228","638.671","15","0.47","926.412","0.978","247.523","17","0.773"
"preferred","9","26","28,255","10.249","4.120","2.324","2.280","2.283","0","1","1","0","0","#","7.799","7.799","#","#","#","#","#","#","#","2.800","7.020","2.400","7.631","2.290","0.653","6,816","2.152","6.950","#","#","#","#","9","6","22","15","22,671","2,833.875","3,999","pr@.f""3`d","6","2","{prefer}>ed>","{pr@.f""3`}>d>","2","JJ|VB","662.412","-0.467","196.232","34","1.00","665.286","-0.331","152.605","28","1.000"
"preferring","10","1","693","6.541","0.180","1.000","0.110","1.000","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.800","6.484","2.650","7.446","#","0.563","511","2.144","6.950","#","#","#","#","#","#","#","#","27,332","3,036.889","4,432","pr@.f""3`.IN","7","3","{prefer}>ing>","{pr@.f""3`}.>IN>","2","VB","730.968","0.149","192.348","31","0.94","763.720","0.117","150.807","25","0.926"
"prefers","7","5","2,439","7.799","2.630","2.130","1.550","2.117","0","1","1","0","0","#","10.249","10.249","#","#","#","#","#","#","#","2.500","6.887","2.450","7.704","#","0.562","379","1.922","6.950","#","#","#","#","#","#","#","#","14,535","2,422.500","3,454","pr@.f""3`z","6","2","{prefer}>s>","{pr@.f""3`}>z>","2","VB","637.206","-0.489","137.909","34","1.00","650.885","-0.373","157.352","26","0.963"
"prefigure","9","#","8","2.079","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.700","6.912","4.700","5.651","#","0.170","0","#","#","#","#","#","#","#","#","1","1","14,224","1,778.000","2,189","pr%i.f""I.gj@`","8","3","<pre<{figure}","<pr%i<.{f""I.gj@`}","2","VB","1,170.579","1.077","614.805","19","0.59","793.000","0.541","210.589","22","0.846"
"prefix","6","#","2,797","7.936","0.410","1.342","0.180","1.204","1","1","1","1","1","3.0","3.045","3.045","3.045","3.045","0","#","1","3.0","2.61","2.600","7.301","2.850","6.759","3.310","0.557","15","1.509","9.560","#","5.240","3.700","4.850","5","5","22","15","7,180","1,436.000","1,801","pr""i.fIks","7","2","<pre<{fix}","<pr""i<.{fIks}","2","NN|VB","717.909","-0.243","235.284","33","0.97","615.615","-0.489","137.136","26","0.963"
"prefixes","8","1","496","6.207","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.800","6.876","3.550","6.902","#","0.524","0","#","9.560","#","#","#","#","#","#","#","#","11,757","1,679.571","2,405","pr""i.fIks.@z","9","3","<pre<{fix}>s>","<pr""i<.{fIks}.>@z>","3","NN|VB","675.091","-0.257","210.620","33","1.00","678.308","-0.304","101.686","26","0.963"
"preflight","9","2","114","4.736","0.100","0.778","0.060","0.778","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.700","6.574","3.900","5.326","2.310","0.271","0","#","13.160","#","#","#","#","#","#","#","#","11,183","1,397.875","2,352","pr%i.fl""aIt","7","2","<pre<{flight}","<pr%i<.{fl""aIt}","2","JJ","961.800","0.522","330.332","25","0.81","808.800","0.586","235.606","25","0.962"
"pregnancy","9","4","8,664","9.067","6.550","2.525","2.620","2.344","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.650","5.990","3.800","6.483","4.310","0.580","1,687","1.133","9.160","3.960","4.790","5.000","4.560","99","44","318","121","13,048","1,631.000","2,319","pr""Eg.n@n.si","9","3","{pregn--ancy}","{pr""Eg.n--@n.si}","2","NN","676.625","-0.482","346.064","32","1.00","627.607","-0.387","100.016","28","1.000"
"pregnant","8","8","10,439","9.253","52.020","3.424","14.400","3.082","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.800","6.454","2.850","7.086","4.590","0.598","2,894","1.455","6.760","4.000","7.170","5.700","4.060","113","71","331","133","14,492","2,070.286","2,467","pr""Eg.n@nt","8","2","{pregn--ant}","{pr""Eg.n--@nt}","2","JJ","597.294","-0.571","191.124","34","1.00","670.643","-0.437","115.458","28","1.000"
"preheat","7","#","509","6.232","0.080","0.699","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.550","6.998","3.050","5.379","3.110","0.260","0","0.304","8.890","#","#","#","#","#","#","#","#","13,764","2,294.000","2,588","pr%i.h""it","6","2","<pre<{heat}","<pr%i<.{h""it}","2","VB","822.533","0.058","277.422","30","0.88","721.815","-0.128","130.974","27","1.000"
"prehistoric","11","2","620","6.430","1.730","1.949","0.690","1.771","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.350","6.660","5.400","5.418","2.100","0.568","575","1.128","8.050","#","5.680","4.550","4.500","16","8","79","37","22,715","2,271.500","2,854","pr%i.hI.st""O.rIk","11","4","<pre<{histor--ic}","<pr%i<.{hI.st""O.r--Ik}","3","JJ","917.100","0.242","289.483","30","0.91","753.667","0.192","144.640","27","1.000"
"prehistorical","13","#","10","2.303","0.040","0.477","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.950","6.485","6.000","6.334","2.640","0.336","0","#","11.060","#","#","#","#","#","#","#","#","27,582","2,298.500","2,968","pr%i.hI.st""O.rIk.l=","12","5","<pre<{histor--ic}>al>","<pr%i<.{hI.st""O.r--Ik}.>l=>","4","JJ","852.097","0.355","218.749","31","0.94","872.964","0.501","306.360","28","1.000"
"prehistory","10","#","192","5.257","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.400","5.615","5.300","5.633","2.190","0.520","0","1.129","11.890","#","#","#","#","3","3","13","12","18,183","2,020.333","2,759","pr%i.h""I.st@`.ri","10","4","<pre<{histor--y}","<pr%i<.{h""I.st@`.r--i}","3","NN","853.062","0.333","272.617","32","0.97","777.643","0.119","250.958","28","1.000"
"prejudge","8","#","77","4.344","0.020","0.301","0.010","0.301","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.800","6.477","4.450","4.892","2.000","0.209","0","#","10.810","#","#","#","#","2","1","5","4","7,812","1,116.000","1,847","pr%i.dZ""VdZ","6","2","<pre<{judge}","<pr%i<.{dZ""VdZ}","2","VB","735.562","-0.213","266.475","32","1.00","794.615","0.356","234.812","26","0.963"
"prejudged","9","2","31","3.434","0.060","0.602","0.040","0.602","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.100","6.575","4.550","4.201","#","0.215","0","#","10.810","#","#","#","#","#","#","#","#","12,297","1,537.125","2,462","pr%i.dZ""VdZd","7","2","<pre<{judge}>ed>","<pr%i<.{dZ""VdZ}>d>","3","VB|JJ","761.562","-0.017","258.075","32","1.00","795.500","0.342","263.134","24","0.857"
"prejudgement","12","#","17","2.833","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.650","5.931","5.350","5.178","#","0.372","0","#","#","#","#","#","#","#","#","#","#","17,398","1,581.636","2,129","pr%i.dZ""VdZ.m@nt","10","3","<pre<{judge}>ment>","<pr%i<.{dZ""VdZ}.>m@nt>","3","NN","818.424","0.235","194.271","33","0.97","791.308","0.265","191.879","26","1.000"
"prejudice","9","11","5,633","8.636","3.200","2.215","1.570","2.124","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.250","6.632","3.650","6.828","2.220","0.562","336","1.794","9.670","#","2.710","5.350","3.810","103","33","272","96","12,264","1,533.000","2,353","pr""E.dZ@.4Is","8","3","{pre--judice}","{pr""E-.-dZ@.4Is}","2","NN|VB","722.182","-0.215","284.076","33","1.00","666.400","-0.115","101.869","25","1.000"
"prejudiced","10","4","973","6.880","1.860","1.982","0.930","1.898","1","0","0","0","0","7.3","#","0.000","#","#","1","7.3","0","#","0.94","3.300","6.836","3.850","5.641","2.040","0.331","0","1.670","10.300","#","2.700","4.890","3.790","25","10","54","19","16,749","1,861.000","2,782","pr""E.dZ@.4Ist","9","3","{pre--judice}>ed>","{pr""E-.-dZ@.4Is}>t>","3","VB|JJ","772.345","-0.055","326.697","29","0.91","811.636","0.395","207.766","22","0.815"
