Word,Length,Freq_KF,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,OLD,OLDF,PLD,PLDF,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,Assoc_Freq_R1,Assoc_Types_R1,Assoc_Freq_R123,Assoc_Types_R123,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy,Word_IPA
clashed,7,1,326,5.787,0.220,1.079,0.120,1.041,6,5,5,4,4,6.8,6.679,6.679,6.999,6.999,6,6.8,0,#,0.85,1.600,6.542,1.550,7.020,#,0.545,0,1.889,8.950,#,#,#,#,#,#,#,#,"11,579","1,929.833","2,433","kl""aSt",5,1,{clash}>ed>,"{kl""aS}>t>",2,VB,744.242,-0.227,313.486,33,0.97,622.857,-0.455,108.935,28,1.0, k l æ ʃ t 
clashes,7,2,885,6.786,0.160,0.954,0.100,0.954,5,5,5,4,4,7.8,7.804,7.804,8.324,8.324,3,8.9,2,6.2,0.87,1.700,6.690,1.750,6.371,#,0.560,14,1.560,8.950,#,#,#,#,1,1,1,1,"11,583","1,930.500","2,314","kl""aS.@z",6,2,{clash}>s>,"{kl""aS}.>@z>",2,NN|VB,730.618,-0.308,328.304,34,0.97,704.923,-0.12,168.382,26,1.0, k l æ ʃ ᵻ z 
clasp,5,#,409,6.014,1.020,1.724,0.440,1.580,3,3,3,1,1,9.1,6.662,6.662,7.384,7.384,3,9.1,0,#,0.66,1.800,7.833,1.700,7.297,4.410,0.347,0,1.370,8.630,4.083,5.190,3.520,5.470,20,12,60,37,"4,879","1,219.750","1,231","kl""asp",5,1,{clasp},"{kl""asp}",1,VB|NN,717.788,-0.299,263.221,33,0.97,629.000,-0.401,113.605,26,0.929, k l æ s p 
clasped,7,3,352,5.864,0.120,0.845,0.070,0.845,4,1,1,1,1,5.9,6.535,6.535,6.535,6.535,2,6.3,2,5.6,0.99,1.800,6.488,1.800,7.214,#,0.256,0,1.368,8.630,#,#,#,#,#,#,4,4,"11,027","1,837.833","2,256","kl""aspt",6,1,{clasp}>ed>,"{kl""asp}>t>",2,VB,674.100,-0.111,196.426,30,0.91,694.292,-0.083,161.088,24,0.857, k l æ s p t 
clasping,8,4,161,5.081,0.060,0.602,0.040,0.602,2,1,1,1,1,6.1,6.089,6.089,6.089,6.089,2,6.1,0,#,0.83,1.900,6.544,1.900,6.316,3.630,0.268,0,1.449,8.630,2.583,#,#,#,1,1,3,3,"16,514","2,359.143","3,114","kl""asp.IN",7,2,{clasp}>ing>,"{kl""asp}.>IN>",2,VB|NN,801.321,0.145,435.351,28,0.85,710.143,-0.168,195.089,28,1.0, k l æ s p ɪ ŋ 
class,5,207,"94,260",11.454,117.350,3.777,29.150,3.389,8,11,11,3,3,7.2,7.247,7.247,8.248,8.248,0,#,8,7.2,1.60,1.500,7.849,1.200,7.087,3.850,0.681,"8,630",1.724,4.950,2.917,5.730,4.430,5.240,394,220,"1,261",599,"5,621","1,405.250","1,293","kl""as",4,1,{class},"{kl""as}",1,NN|VB,570.545,-0.785,208.530,33,1.0,579.741,-0.601,82.077,27,1.0, k l æ s 
classed,7,2,421,6.043,0.080,0.699,0.050,0.699,3,5,5,1,1,7.2,6.722,6.722,5.787,5.787,1,10.1,2,5.8,0.83,1.850,7.085,1.450,7.814,2.120,0.517,0,2.056,4.950,#,#,#,#,#,#,#,#,"12,137","2,022.833","2,310","kl""ast",5,1,{class}>ed>,"{kl""as}>t>",2,VB,773.615,-0.244,372.205,26,0.79,674.222,-0.431,158.742,27,0.964, k l æ s t 
classes,7,85,"24,190",10.094,15.920,2.910,6.620,2.745,4,3,3,2,2,7.2,7.916,7.916,7.919,7.919,0,#,4,7.2,1.39,1.750,7.343,1.800,6.864,3.740,0.663,"7,407",1.600,4.950,#,#,#,#,20,20,83,68,"12,141","2,023.500","2,191","kl""as.@z",6,2,{class}>s>,"{kl""as}.>@z>",2,NN|VB,738.030,-0.285,312.122,33,0.94,661.923,-0.265,176.406,26,0.963, k l æ s ᵻ z 
classic,7,36,"26,905",10.2,16.160,2.917,7.890,2.821,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.400,6.819,1.950,7.404,2.000,0.667,"7,683",1.917,8.420,#,6.320,3.620,6.290,34,20,184,101,"9,611","1,601.833","1,799","kl""as.Ik",6,2,{class}>ic>,"{kl""as$}.>Ik>",2,JJ|NN,604.281,-0.768,224.915,32,1.0,615.071,-0.487,126.452,28,1.0, k l æ s ɪ k 
classical,9,33,"12,132",9.404,4.390,2.352,1.980,2.223,0,1,1,0,0,#,8.409,8.409,#,#,#,#,#,#,#,3.400,6.769,2.750,7.115,2.180,0.652,"6,747",1.573,7.680,#,6.790,3.750,6.250,26,12,162,55,"14,478","1,809.750","2,094","kl""as.Ik.l=",7,3,{class}>ic>>al>,"{kl""as$}.>Ik>.>l=>",3,JJ,636.968,-0.585,276.680,31,1.0,633.815,-0.395,115.199,27,1.0, k l æ s ɪ k əl 
classicalism,12,#,0,0.0,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.500,6.188,5.400,5.670,2.110,0.382,0,#,#,#,#,#,#,#,#,#,#,"20,511","1,864.636","2,231","""klasIk@lIzm=",11,5,#,,#,#,948.650,0.682,345.503,20,0.65,917.304,0.547,335.677,23,0.852, k l æ s ɪ k ə l ɪ z ə m 
classicism,10,#,27,3.296,#,#,#,#,1,0,0,0,0,3.5,#,0.0,#,#,1,3.5,0,#,0.93,3.450,5.913,3.750,5.177,#,0.425,0,1.090,#,#,#,#,#,#,#,2,2,"13,882","1,542.444","2,102","kl""as.Is.%I.zm=",9,4,{class}>ic>>ism>,"{kl""as$}.>Is$>.>%I.zm=>",3,NN,887.565,0.315,447.527,23,0.79,884.588,0.284,238.351,17,0.68, k l æ s ɪ s ɪ z ə m 
classicist,10,1,34,3.526,0.100,0.778,0.050,0.699,1,0,0,0,0,3.3,#,0.0,#,#,0,#,1,3.3,1.07,3.450,6.563,3.500,6.628,#,0.360,0,#,13.230,#,#,#,#,#,#,2,2,"16,921","1,880.111","2,140","kl""as.Is.Ist",9,3,{class}>ic>>ist>,"{kl""as$}.>Is$>.>Ist>",3,NN,860.650,0.470,354.807,20,0.62,823.458,0.39,265.195,24,0.889, k l æ s ɪ s ɪ s t 
classics,8,9,"4,488",8.409,2.200,2.053,1.160,1.991,0,1,1,0,0,#,9.404,9.404,#,#,#,#,#,#,#,2.500,6.916,2.500,7.065,2.540,0.593,"2,659",1.585,9.035,#,#,#,#,5,5,19,17,"9,712","1,387.429","1,810","kl""as.Iks",7,2,{class}>ic>>s>,"{kl""as$}.>Ik>>s>",3,NN,704.250,-0.406,251.988,32,0.97,635.889,-0.342,101.124,27,1.0, k l æ s ɪ k s 
classiest,9,1,65,4.174,0.140,0.903,0.070,0.845,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.800,6.729,2.900,6.002,#,0.203,0,#,10.320,#,#,#,#,#,#,8,6,"16,626","2,078.250","2,489","kl""as.i.Ist",8,3,{class}>y>>est>,"{kl""as}.>i>.>Ist>",3,JJ,890.217,0.445,264.107,23,0.72,826.238,0.452,322.883,21,0.875, k l æ s ɪ ɪ s t 
classifiable,12,#,38,3.638,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.700,5.764,5.300,6.003,1.890,0.188,0,#,#,#,#,#,#,#,#,#,#,"15,344","1,394.909","1,965","kl""as.@.f%aI@.bl=",10,4,{class}>ify>>able>,"{kl""as$}.>@.f%aI>>@.bl=>",3,JJ,"1,083.607",0.586,645.994,28,0.88,791.929,0.155,219.344,28,1.0, k l æ s ɪ f aɪ ə b əl
classification,14,21,"3,895",8.267,0.730,1.580,0.350,1.477,0,1,1,0,0,#,7.914,7.914,#,#,#,#,#,#,#,3.400,5.563,3.250,5.969,2.520,0.623,"4,648",1.669,11.110,#,4.770,3.450,5.740,#,#,#,#,"28,789","2,214.538","2,358","kl%as.@.f@.k""e.Sn=",11,5,{class}>ify>>ation>,"{kl%as$}.>@.f@$>.>k""e.Sn=>",3,NN,750.771,-0.364,255.852,35,1.0,647.964,-0.346,106.608,28,1.0,k l æ s ɪ f ɪ k eɪ ʃ ə n 
classifications,15,4,807,6.693,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.100,6.030,3.700,6.269,#,0.575,1,1.544,11.110,#,#,#,#,#,#,#,#,"30,645","2,188.929","2,371","kl%as.@.f@.k""e.Sn=z",12,5,{class}>ify>>ation>>s>,"{kl%as$}.>@.f@$>.>k""e.Sn=>>z>",4,NN,787.906,0.055,262.933,32,0.97,684.154,-0.228,131.518,26,1.0, k l æ s ɪ f ɪ k eɪ ʃ ə n z 
classificatory,14,1,6,1.792,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,5.600,5.852,7.050,5.324,#,0.223,0,1.121,#,#,#,#,#,#,#,#,#,"21,652","1,665.538","2,068","kl@s.""I.f@.ket.%O.ri",13,6,{class}>ify>>atory>,"{kl@s$}.>""I.f@$>.>ket.%O.ri>",3,JJ,"1,027.529",0.862,352.291,17,0.61,872.455,0.176,315.052,11,0.44, k l æ s ɪ f ɪ k ə t ɔː ɹ i 
classified,10,14,"6,244",8.739,6.760,2.539,2.870,2.384,0,1,1,0,0,#,7.173,7.173,#,#,#,#,#,#,#,3.350,6.324,2.650,5.945,2.210,0.636,"5,342",1.950,11.580,#,5.530,4.610,4.680,3,3,22,15,"14,360","1,595.556","2,127","kl""as.@.faId",8,3,{class}>ify>>ed>,"{kl""as$}.>@.faI>>d>",3,VB|JJ,751.941,-0.279,323.458,34,0.97,612.000,-0.483,112.075,28,1.0, k l æ s ᵻ f aɪ d 
classifiers,11,1,57,4.043,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.150,5.708,4.250,5.983,#,0.351,0,#,#,#,#,#,#,#,#,#,#,"17,506","1,750.600","2,028","kl""as.@.faI@`z",9,3,{class}>ify>>er>>s>,"{kl""as$}.>@.faI>>@`>>z>",4,NN,786.290,0.076,278.988,31,0.91,717.926,-0.004,196.253,27,0.964, k l æ s ɪ f aɪɚ z 
classify,8,6,"1,700",7.438,0.630,1.518,0.380,1.518,0,1,1,0,0,#,8.661,8.661,#,#,#,#,#,#,#,2.750,6.628,2.550,5.491,2.410,0.540,0,1.803,9.650,#,5.600,4.250,6.350,10,7,30,19,"7,936","1,133.714","1,580","kl""as.@.faI",7,3,{class}>ify>,"{kl""as$}.>@.faI>",2,VB,572.429,-0.679,93.800,35,1.0,621.393,-0.462,149.167,28,1.0, k l æ s ᵻ f aɪ 
classifying,11,1,342,5.835,0.220,1.079,0.120,1.041,0,1,1,0,0,#,6.658,6.658,#,#,#,#,#,#,#,3.800,6.190,3.450,6.131,#,0.481,0,1.600,9.650,#,#,#,#,1,1,5,4,"18,894","1,889.400","2,166","kl""as.@.f%aI.IN",9,4,{class}>ify>>ing>,"{kl""as$}.>@.f%aI>.>IN>",3,VB|NN,637.971,-0.405,163.798,34,0.97,687.250,-0.324,127.009,28,1.0, k l æ s ᵻ f aɪ ɪ ŋ 
classless,9,1,179,5.187,0.080,0.699,0.050,0.699,1,1,1,1,1,0.7,0.693,0.693,0.693,0.693,0,#,1,0.7,7.48,2.700,5.957,2.450,5.907,1.810,0.251,0,1.366,10.390,#,#,#,#,4,4,21,12,"15,527","1,940.875","2,565","kl""as.l@s",7,2,{class}>less>,"{kl""as}.>l@s>",2,JJ,868.692,0.180,421.148,26,0.81,763.800,0.22,253.991,25,0.926, k l æ s l ə s 
classmate,9,3,372,5.919,1.530,1.898,0.730,1.792,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.500,6.475,3.250,5.659,4.320,0.560,6,#,7.150,5.364,5.950,3.320,5.610,2,2,17,12,"16,403","2,050.375","2,738","kl""as.m%et",7,2,{class}{mate},"{kl""as}.{m%et}",2,NN,679.559,-0.445,249.825,34,1.0,631.000,-0.457,111.214,26,1.0, k l æ s m eɪ t 
classmates,10,4,946,6.852,2.630,2.130,1.370,2.064,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.700,6.146,3.750,6.056,#,0.558,3,1.274,7.150,#,#,#,#,2,2,9,9,"20,892","2,321.333","3,090","kl""as.m%ets",8,2,{class}{mate}>s>,"{kl""as}.{m%et}>s>",3,NN,656.000,-0.499,253.797,32,1.0,647.357,-0.329,121.703,28,1.0, k l æ s m eɪ t s 
classroom,9,18,"4,309",8.368,4.450,2.358,1.960,2.217,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.650,4.954,3.350,4.986,4.760,0.587,"2,461",1.069,5.630,4.125,5.570,4.000,5.050,33,28,213,127,"9,947","1,243.375","1,612","kl""as.r%um",7,2,{class}{room},"{kl""as}.{r%um}",2,NN,578.344,-0.633,120.257,32,1.0,617.370,-0.398,145.449,27,1.0, k l æ s ɹ uː m 
classrooms,10,5,885,6.786,0.590,1.491,0.310,1.431,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.850,5.507,3.550,5.895,#,0.566,257,1.048,5.630,#,#,#,#,1,1,8,7,"10,144","1,127.111","1,624","kl""as.r%umz",8,2,{class}{room}>s>,"{kl""as}.{r%um}>z>",3,NN,655.882,-0.548,296.459,34,1.0,618.480,-0.538,70.015,25,1.0, k l æ s ɹ uː m z 
classy,6,#,706,6.56,5.760,2.470,2.920,2.391,1,4,4,1,1,5.5,5.479,5.479,5.489,5.489,0,#,1,5.5,1.20,1.900,7.121,1.700,6.808,2.120,0.328,0,1.609,10.320,#,6.630,4.140,6.210,79,40,259,130,"5,848","1,169.600","1,326","kl""as.i",5,2,{class}>y>,"{kl""as}.>i>",2,JJ,777.800,-0.098,330.831,30,0.94,609.679,-0.444,117.343,28,1.0, k l æ s i 
clatter,7,2,98,4.585,0.710,1.568,0.290,1.398,4,6,6,3,3,6.9,6.396,6.396,6.898,6.898,4,6.9,0,#,0.67,1.700,6.526,1.500,6.389,3.190,0.191,0,1.519,8.740,1.920,4.050,5.040,4.790,2,2,16,12,"18,008","3,001.333","2,853","kl""a.4@`",5,2,{clatter},"{kl""a.4@`}",1,VB|NN,677.000,-0.274,265.731,29,0.88,679.444,-0.3,178.039,27,1.0, k l æ ɾ ɚ 
clattered,9,5,36,3.584,#,#,#,#,3,4,4,2,2,5.4,4.398,4.398,6.262,6.262,3,5.4,0,#,0.67,1.850,5.308,1.750,5.212,#,0.231,0,1.317,#,#,#,#,#,#,#,#,#,"27,035","3,379.375","3,697","kl""a.4@`d",6,2,{clatter}>ed>,"{kl""a.4@`}>d>",2,VB,803.533,0.052,334.895,30,0.94,700.571,-0.164,190.325,28,1.0, k l æ ɾ ɚ d 
clattering,10,1,36,3.584,1.670,1.935,0.800,1.833,2,2,2,1,1,5.7,5.870,5.87,6.168,6.168,2,5.7,0,#,0.63,2.200,5.438,2.100,5.562,#,0.194,0,1.440,8.740,#,#,#,#,1,1,1,1,"31,696","3,521.778","4,130","kl""a.4@`.IN",7,3,{clatter}>ing>,"{kl""a.4@`}.>IN>",2,VB|NN|JJ,715.154,-0.093,197.211,26,0.79,720.185,0.003,166.082,27,1.0, k l æ ɾ ɚ ɹ ɪ ŋ 
clattery,8,1,3,1.099,#,#,#,#,1,2,2,1,1,6.0,4.777,4.777,5.971,5.971,1,6.0,0,#,0.18,2.300,6.279,1.950,6.067,#,0.355,0,#,#,#,#,#,#,#,#,#,#,"18,642","2,663.143","2,949","kl""a.4@`.i",6,3,{clatter}>y>,"{kl""a.4@`}.>i>",2,JJ,874.933,0.234,350.735,15,0.47,751.760,0.089,242.866,25,0.893, k l æ ɾ ɚ ɹ i 
Claude,6,11,"1,986",7.594,#,#,#,#,1,8,12,1,1,8.8,7.698,7.537,8.806,8.806,1,8.8,0,#,0.86,1.950,7.297,1.600,7.984,#,0.595,"2,562",#,#,#,#,#,#,#,#,#,#,"6,024","1,204.800","1,195","kl""Od",4,1,{claude},"{kl""Od}",1,NN,775.889,0.006,386.751,27,0.82,704.962,-0.063,165.036,26,0.963, k l ɔː d 
Claude's,8,1,75,4.317,#,#,#,#,0,2,2,0,0,#,6.458,6.458,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"7,216","1,030.857","1,456","kl""Odz",5,1,{claude}>'s>,"{kl""Od}>z>",2,encl,747.182,-0.258,285.658,33,0.97,670.308,-0.205,181.945,26,0.963, k l ɔː d z 
Claudia's,9,1,66,4.19,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"7,495",936.875,"1,547","kl""O.4i@z",7,2,{claudia}>'s>,"{kl""O.4i@}>z>",2,encl,665.533,-0.299,176.721,30,0.94,712.607,-0.238,158.514,28,1.0, k l ɔː d i ə z 
Claus,5,2,"1,818",7.505,13.860,2.850,2.840,2.378,5,7,15,0,4,7.6,8.686,8.599,#,7.778,3,9.0,2,5.7,0.98,1.700,7.645,1.500,8.628,#,0.550,3,#,#,#,#,#,#,43,2,51,6,"4,534","1,133.500","1,076","kl""Oz",4,1,{claus},"{kl""Oz}",1,NN,793.417,-0.132,228.352,24,0.73,634.958,-0.338,147.106,24,0.889, k l aʊ s 
clause,6,9,"6,673",8.806,2.800,2.158,1.180,2.000,1,7,15,1,1,7.6,8.686,8.454,7.594,7.594,0,#,1,7.6,1.16,1.800,7.840,1.500,8.628,2.730,0.578,"1,516",1.239,12.160,1.870,4.900,3.320,4.800,23,13,65,34,"6,565","1,313.000","1,282","kl""Oz",4,1,{clause},"{kl""Oz}",1,NN,729.323,-0.219,206.595,31,0.91,654.125,-0.381,143.490,24,1.0, k l ɔː z 
clauses,7,4,"1,175",7.069,0.390,1.322,0.210,1.279,1,0,0,0,0,10.1,#,0.0,#,#,1,10.1,0,#,0.70,1.850,7.684,2.150,7.714,#,0.569,2,1.165,12.160,#,#,#,#,2,2,7,6,"11,054","1,842.333","1,974","kl""Oz.@z",6,2,{claus}>s>,"{kl""Oz}.>@z>",2,NN,716.765,-0.187,197.045,34,1.0,751.769,-0.133,251.217,26,0.963, k l ɔː z ᵻ z 
claustrophobia,14,1,87,4.466,0.450,1.380,0.250,1.342,1,0,0,0,0,4.8,#,0.0,#,#,1,4.8,0,#,0.93,6.650,5.476,6.300,5.117,2.520,0.252,0,1.533,10.280,#,2.900,5.330,3.710,#,#,#,#,"16,522","1,270.923","1,865","kl%O.str@.f""o.bi@",12,4,{claustro--phob--ia},"{kl%O.str@-.-f""o.b--i@}",3,NN,959.207,0.654,381.658,29,0.94,831.333,0.574,211.465,27,1.0, k l ɔː s t ɹ ə f oʊ b iə 
claustrophobic,14,#,122,4.804,1.330,1.839,0.720,1.785,1,0,0,0,0,4.5,#,0.0,#,#,0,#,1,4.5,1.08,6.550,5.682,6.500,5.924,2.000,0.287,0,1.625,12.420,#,2.950,6.190,3.150,#,#,#,#,"17,694","1,361.077","1,874","kl%O.str@.f""o.bIk",12,4,{claustro--phob--ic},"{kl%O.str@-.-f""o.b--Ik}",3,JJ,927.778,0.656,354.914,27,0.84,859.381,0.704,256.805,21,0.875, k l ɔː s t ɹ ə f oʊ b ɪ k 
clavichord,10,#,46,3.829,0.020,0.301,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.850,6.062,3.950,5.514,#,0.329,0,#,12.330,#,#,#,#,2,2,2,2,"12,133","1,348.111","1,748","kl""a.v@.kOrd",9,3,{clavichord},"{kl""a.v@.kOrd}",1,NN,949.667,0.889,366.980,9,0.26,993.400,1.265,339.203,20,0.8, k l æ v ɪ k ɔːɹ d 
clavicle,8,#,48,3.871,0.980,1.708,0.440,1.580,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.600,7.055,2.950,6.568,4.500,0.350,0,#,13.380,#,4.420,4.000,5.250,#,#,4,2,"10,035","1,433.571","1,769","kl""a.v@.kl=",7,3,{clavicle},"{kl""a.v@.kl=}",1,NN,897.577,0.188,261.222,26,0.84,816.458,0.371,224.888,24,0.923, k l æ v ɪ k əl 
claw,4,1,"2,194",7.693,4.370,2.350,1.630,2.140,7,4,4,3,3,7.2,7.944,7.944,7.328,7.328,3,8.6,4,6.2,1.06,1.550,8.031,1.450,8.719,4.830,0.541,0,1.593,4.700,4.391,4.650,3.650,3.800,22,16,105,61,"2,824",941.333,901,"kl""O",3,1,{claw},"{kl""O}",1,NN|VB,620.935,-0.610,190.449,31,0.94,638.962,-0.521,89.058,26,1.0, k l ɔː 
clawed,6,2,516,6.246,0.350,1.279,0.180,1.204,0,8,12,0,0,#,7.698,7.686,#,#,#,#,#,#,#,2.000,6.510,1.600,7.984,4.040,0.331,0,1.435,4.700,#,#,#,#,#,#,1,1,"7,793","1,558.600","1,662","kl""Od",4,1,{claw}>ed>,"{kl""O}>d>",2,VB,682.839,-0.451,188.730,31,0.94,634.036,-0.359,105.297,28,1.0, k l ɔː d 
clawing,7,1,243,5.493,0.490,1.415,0.260,1.362,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.000,6.806,1.950,7.560,#,0.217,0,1.385,4.700,#,#,#,#,1,1,3,3,"14,106","2,351.000","2,800","kl""O.IN",5,2,{claw}>ing>,"{kl""O}.>IN>",2,VB,678.062,-0.277,209.386,32,0.94,707.481,-0.203,278.563,27,1.0, k l ɔː ɪ ŋ 
claws,5,3,"2,388",7.778,4.430,2.356,2.010,2.230,5,7,15,1,5,7.7,8.686,8.568,8.252,7.879,2,9.9,3,6.3,1.01,1.650,7.448,1.500,8.628,#,0.554,3,1.298,4.700,#,#,#,#,18,13,115,56,"2,936",734.000,928,"kl""Oz",4,1,{claw}>s>,"{kl""O}>z>",2,NN|VB,667.909,-0.344,230.112,33,1.0,598.321,-0.606,84.169,28,1.0, k l ɔː z 
clay,4,100,"10,797",9.287,12.000,2.788,2.560,2.334,8,7,7,4,4,7.3,7.337,7.337,7.501,7.501,1,11.9,7,6.7,1.27,1.550,8.186,1.550,8.480,4.930,0.632,"5,924",1.536,5.320,5.520,5.450,3.840,5.640,120,39,396,107,"3,021","1,007.000",913,"kl""e",3,1,{clay},"{kl""e}",1,NN,581.375,-0.737,190.891,32,1.0,593.308,-0.546,89.322,26,1.0, k l eɪ 
clean,5,70,"36,257",10.498,121.240,3.791,41.190,3.539,3,9,9,2,2,7.6,7.487,7.487,5.794,5.794,1,11.3,2,5.8,1.38,1.700,7.826,1.450,7.930,3.070,0.644,"6,630",1.909,3.890,2.522,7.090,3.570,6.110,"1,429",268,"3,624",734,"9,293","2,323.250","1,302","kl""in",4,1,{clean},"{kl""in}",1,JJ|VB|RB,582.829,-0.785,172.494,35,1.0,615.926,-0.59,84.167,27,1.0, k l iː n 
cleaned,7,16,"4,544",8.422,17.780,2.958,9.250,2.890,4,4,4,3,3,7.2,6.668,6.668,6.683,6.683,1,8.6,3,6.7,1.18,1.700,6.853,1.750,7.313,#,0.538,0,1.752,3.890,#,#,#,#,#,#,10,8,"16,053","2,675.500","2,399","kl""ind",5,1,{clean}>ed>,"{kl""in}>d>",2,VB,628.029,-0.446,196.803,34,1.0,658.231,-0.373,164.649,26,1.0, k l iː n d 
cleaner,7,9,"4,136",8.327,6.920,2.549,3.330,2.447,3,3,3,2,2,7.5,7.038,7.038,7.245,7.245,1,8.4,2,7.0,1.12,1.800,7.104,1.900,7.316,3.780,0.539,0,1.687,5.760,#,5.800,3.170,6.140,107,33,235,89,"17,730","2,955.000","2,519","kl""in.@`",5,2,{clean}>er>,"{kl""in}.>@`>",2,JJ|NN,650.576,-0.543,339.778,33,1.0,627.929,-0.448,100.543,28,1.0, k l iː n ɚ 
cleaners,8,8,896,6.798,4.450,2.358,2.170,2.263,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.450,6.758,2.250,6.452,#,0.423,0,1.599,5.760,#,#,#,#,1,1,7,7,"19,199","2,742.714","2,708","kl""in.@`z",6,2,{clean}>er>>s>,"{kl""in}.>@`>>z>",3,NN,713.441,-0.401,271.934,34,1.0,647.679,-0.25,215.191,28,1.0, k l iː n ɚ z 
cleaning,8,37,"9,555",9.165,22.690,3.064,10.530,2.946,1,1,1,0,0,8.4,4.489,4.489,#,#,0,#,1,8.4,1.10,1.850,7.210,1.900,6.998,3.710,0.592,"2,575",1.653,#,3.458,#,#,#,144,67,478,193,"21,625","3,089.286","3,304","kl""in.IN",6,2,{clean}>ing>,"{kl""in}.>IN>",2,NN|VB,639.176,-0.555,212.665,34,1.0,630.308,-0.447,162.389,26,1.0, k l iː n ɪ ŋ 
cleanly,7,#,"1,158",7.054,0.490,1.415,0.300,1.415,1,0,0,0,0,10.6,#,0.0,#,#,1,10.6,0,#,0.67,2.500,6.731,2.350,7.465,2.760,0.351,0,1.778,#,#,#,#,#,2,1,6,4,"10,961","1,826.833","1,468","kl""En.li",6,2,{clean--ly},"{kl""En-.-li}",2,JJ,642.235,-0.486,235.154,34,1.0,634.808,-0.296,100.022,26,1.0, k l iː n l i 
cleans,6,1,752,6.623,2.390,2.090,1.360,2.061,1,8,8,0,0,8.5,6.678,6.678,#,#,1,8.5,0,#,0.78,1.800,7.189,1.750,7.985,#,0.315,0,1.705,3.890,#,#,#,#,3,2,18,6,"11,149","2,229.800","1,481","kl""inz",5,1,{clean}>s>,"{kl""in}>z>",2,VB,611.062,-0.665,182.710,32,1.0,603.440,-0.384,120.294,25,0.962, k l iː n z 
cleanse,7,#,"1,662",7.416,1.450,1.875,0.730,1.792,0,4,4,0,0,#,5.789,5.789,#,#,#,#,#,#,#,2.150,7.591,1.850,7.703,3.310,0.333,0,1.259,8.110,2.200,6.650,4.530,6.420,39,20,106,55,"13,180","2,196.667","1,721","kl""Enz",5,1,{cleanse},"{kl""Enz}",1,VB,823.880,0.092,440.662,25,0.76,712.375,-0.106,212.503,24,1.0, k l ɛ n z 
cleansed,8,1,483,6.18,0.530,1.447,0.270,1.380,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.200,7.063,2.450,7.660,#,0.301,0,1.543,8.110,#,#,#,#,#,#,1,1,"17,665","2,523.571","2,511","kl""Enzd",6,1,{cleanse}>ed>,"{kl""Enz}>d>",2,VB,775.229,-0.046,299.044,35,1.0,676.192,-0.193,190.579,26,0.963, k l ɛ n z d 
cleansing,9,4,"3,097",8.038,1.020,1.724,0.540,1.663,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.600,7.093,2.650,6.728,2.750,0.479,0,1.386,9.110,#,6.850,4.500,6.270,16,9,43,32,"23,661","2,957.625","3,196","kl""Enz.IN",7,2,{cleanse}>ing>,"{kl""Enz}.>IN>",2,NN|VB,689.471,-0.333,232.865,34,0.97,640.375,-0.39,104.078,24,0.923, k l ɛ n z ɪ ŋ 
