,,grammatical,number of,number of,graphemic,number of,number of,EQOL,Levenstein,Grapheme-Phoneme segmentation,,,Phoneme-Grapheme segmentation,,,Rime segmentation,,,Rime match frequency,,Ortho-Phono rime consistency,,Phono-Ortho rime consistency,,G-Ph frequency,,Ph-G frequency,,G-Ph consistency,,Ph-G consistency,,Least frequent G-Ph,,Least frequent Ph-G,,Least consistent G-Ph,,Least consistent Ph-G,,Frequency initial G-Ph,,Mean frequency internal G-Ph,,Frequency final G-Ph,,Frequency initial Ph-G,,Mean frequency internal Ph-G,,Frequency final Ph-G,,Consistency initial G-Ph,,Mean consistency internal G-Ph,,Consistency final G-Ph,,Consistency initial Ph-G,,Mean Consistencyinternal Ph-G,,Consistency final Ph-G,
apportés,apORte,VER,8,6,1.33,7,3,3.10977,2.25,.a.pp.o.r.t.é.s,.a.p.O.R.t.e.#,(a-a.pp-p.o-O.r-R.t-t.é-e.s-#),.a.pp.o.r.t.és,.a.p.O.R.t.e,(a-a.pp-p.o-O.r-R.t-t.és-e),és,e,és-e,339,4764,100,100,15.325,8.377,2899,96117,2008,54301,95.961,93.843,69.315,62.236,209,pp-p,191,pp-p,83.919,t-t,12.516,pp-p,1012,30398.147,3056,86412.867,4002,210357.889,1012,30398.147,2664,72534.996,380,5268.017,99.508,96.524,94.627,92.731,99.084,96.724,99.901,62.317,75.398,75.086,14.399,10.754
appréciait,apResjE,VER,10,7,1.43,8,3,3.10977,3.35,.a.pp.r.é.c.i.ai.t,.a.p.R.e.s.j.E.#,(a-a.pp-p.r-R.é-e.c-s.i-j.ai-E.t-#),.a.pp.r.é.c.i.ait,.a.p.R.e.s.j.E,(a-a.pp-p.r-R.é-e.c-s.i-j.ait-E),iait,jE,iait-jE,6,25,100,100,18.75,7.08,1910,58042,1461,39448,82.743,82.498,65.318,55.188,209,pp-p,191,pp-p,24.494,i-j,12.516,pp-p,1012,30398.147,2036,57896.958,2055,86557.658,1012,30398.147,1786,47962.24,287,5924.17,99.508,96.524,77.225,77.477,99.084,98.604,99.901,62.317,63.515,63.226,39.751,7.865
appréciation,apResjasj§,NC,12,10,1.2,10,4,40.42703,4.2,.a.pp.r.é.c.i.a.t.i.on,.a.p.R.e.s.j.a.s.j.§,(a-a.pp-p.r-R.é-e.c-s.i-j.a-a.t-s.i-j.on-§),.a.pp.r.é.c.i.a.t.i.on,.a.p.R.e.s.j.a.s.j.§,(a-a.pp-p.r-R.é-e.c-s.i-j.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269,11985,99.63,99.974,61.982,71.028,1815,53539,1576,45173,68.799,68.325,67.781,65.264,209,pp-p,191,pp-p,9.193,t-s,12.516,pp-p,1012,30398.147,2091,60046.455,408,24620.095,1012,30398.147,1792,49589.033,408,24620.095,99.508,96.524,61.182,60.867,99.029,99.786,99.901,62.317,66.138,66.914,48.804,55.006
apprécie,apResi,VER,8,6,1.33,7,3,18.65863,2.45,.a.pp.r.é.c.i.e,.a.p.R.e.s.i.#,(a-a.pp-p.r-R.é-e.c-s.i-i.e-#),.a.pp.r.é.c.ie,.a.p.R.e.s.i,(a-a.pp-p.r-R.é-e.c-s.ie-i),ie,i,ie-i,155,6851,100,100,27.828,17.802,2256,63794,1448,38772,75.705,73.358,57.906,49.298,209,pp-p,161,ie-i,16.592,e-#,12.516,pp-p,1012,30398.147,2838,80460.733,591,13854.118,1012,30398.147,1879,48806.559,161,7006.338,99.508,96.524,82.767,82.423,16.592,4.866,99.901,62.317,55.443,54.512,25.76,15.421
apprécié,apResje,VER,8,7,1.14,7,3,15.54886,2.7,.a.pp.r.é.c.i.é,.a.p.R.e.s.j.e,(a-a.pp-p.r-R.é-e.c-s.i-j.é-e),.a.pp.r.é.c.i.é,.a.p.R.e.s.j.e,(a-a.pp-p.r-R.é-e.c-s.i-j.é-e),ié,je,ié-je,31,392,100,100,8.447,5.344,1862,52416,1521,40458,80.531,80.304,63.451,57.854,209,pp-p,191,pp-p,24.494,i-j,12.516,pp-p,1012,30398.147,2264,64704.068,704,12995.844,1012,30398.147,1786,47962.24,704,12995.844,99.508,96.524,72.841,73.121,100,100,99.901,62.317,63.515,63.226,26.677,26.53
appréciée,apResje,VER,9,7,1.29,8,3,9.32932,2.85,.a.pp.r.é.c.i.é.e,.a.p.R.e.s.j.e.#,(a-a.pp-p.r-R.é-e.c-s.i-j.é-e.e-#),.a.pp.r.é.c.i.ée,.a.p.R.e.s.j.e,(a-a.pp-p.r-R.é-e.c-s.i-j.ée-e),iée,je,iée-je,12,128,85.714,70.689,3.27,1.739,1959,52852,1469,39283,72.52,70.759,61.469,55.455,209,pp-p,191,pp-p,16.592,e-#,12.516,pp-p,1012,30398.147,2345,63093.947,591,13854.118,1012,30398.147,1786,47962.24,338,4770.442,99.508,96.524,77.344,77.447,16.592,4.866,99.901,62.317,63.515,63.226,12.808,9.738
apprécient,apResi,VER,10,6,1.67,8,3,12.43909,2.8,.a.pp.r.é.c.i.en.t,.a.p.R.e.s.i.#.#,(a-a.pp-p.r-R.é-e.c-s.i-i.en-#.t-#),.a.pp.r.é.c.ient,.a.p.R.e.s.i,(a-a.pp-p.r-R.é-e.c-s.ient-i),ient,i,ient-i,21,233,47.727,13.135,3.77,0.606,2238,66547,1425,37644,80.962,79.4,54.252,46.816,209,pp-p,24,ient-i,35.269,en-#,3.84,ient-i,1012,30398.147,2473,69236.793,2055,86557.658,1012,30398.147,1879,48806.559,24,242.565,99.508,96.524,74.851,73.345,99.084,98.604,99.901,62.317,55.443,54.512,3.84,0.534
apprécier,apResje,VER,9,7,1.29,7,3,6.21954,2.9,.a.pp.r.é.c.i.er,.a.p.R.e.s.j.e,(a-a.pp-p.r-R.é-e.c-s.i-j.er-e),.a.pp.r.é.c.i.er,.a.p.R.e.s.j.e,(a-a.pp-p.r-R.é-e.c-s.i-j.er-e),ier,je,ier-je,115,3443,98.291,96.85,31.335,46.946,1877,53368,1535,41410,80.321,79.587,63.997,59.797,209,pp-p,191,pp-p,24.494,i-j,12.516,pp-p,1012,30398.147,2264,64704.068,805,19660.067,1012,30398.147,1786,47962.24,805,19660.067,99.508,96.524,72.841,73.121,98.531,94.982,99.901,62.317,63.515,63.226,30.504,40.134
apprécieront,apResiR§,VER,12,8,1.5,10,4,3.10977,4.4,.a.pp.r.é.c.i.e.r.on.t,.a.p.R.e.s.i.#.R.§.#,(a-a.pp-p.r-R.é-e.c-s.i-i.e-#.r-R.on-§.t-#),.a.pp.r.é.c.i.e.r.ont,.a.p.R.e.s.i.#.R.§,(a-a.pp-p.r-R.é-e.c-s.i-i.e-#.r-R.ont-§),ont,§,ont-§,65,9584,100,100,16.209,27.099,2483,75569,1937,51913,82.013,80.938,58.049,54.407,209,pp-p,23,e-#,8.14,e-#,0,e-#,1012,30398.147,2721,79841.406,2055,86557.658,1012,30398.147,2337,61357.434,64,7314.194,99.508,96.524,77.693,76.781,99.084,98.604,99.901,62.317,59.269,58.715,7.656,16.341
apprécies,apResi,VER,9,6,1.5,8,3,3.10977,2.75,.a.pp.r.é.c.i.e.s,.a.p.R.e.s.i.#.#,(a-a.pp-p.r-R.é-e.c-s.i-i.e-#.s-#),.a.pp.r.é.c.ies,.a.p.R.e.s.i,(a-a.pp-p.r-R.é-e.c-s.ies-i),ies,i,ies-i,67,1773,100,100,12.029,4.606,2445,81044,1432,37902,77.571,76.041,55.426,47.382,209,pp-p,68,ies-i,8.14,e-#,10.88,ies-i,1012,30398.147,2424,67932.759,4002,210357.889,1012,30398.147,1879,48806.559,68,1785.019,99.508,96.524,70.329,69.179,99.084,96.724,99.901,62.317,55.443,54.512,10.88,3.929
appréciés,apResje,VER,9,7,1.29,8,3,9.32932,2.85,.a.pp.r.é.c.i.é.s,.a.p.R.e.s.j.e.#,(a-a.pp-p.r-R.é-e.c-s.i-j.é-e.s-#),.a.pp.r.é.c.i.és,.a.p.R.e.s.j.e,(a-a.pp-p.r-R.é-e.c-s.i-j.és-e),iés,je,iés-je,21,280,100,100,5.722,3.817,2386,77415,1475,39354,82.832,82.241,61.697,55.6,209,pp-p,191,pp-p,24.494,i-j,12.516,pp-p,1012,30398.147,2345,63093.947,4002,210357.889,1012,30398.147,1786,47962.24,380,5268.017,99.508,96.524,77.344,77.447,99.084,96.724,99.901,62.317,63.515,63.226,14.399,10.754
apprenaient,apR%nE,VER,11,6,1.83,8,3,3.10977,3.15,.a.pp.r.e.n.ai.en.t,.a.p.R.%.n.E.#.#,(a-a.pp-p.r-R.e-%.n-n.ai-E.en-#.t-#),.a.pp.r.e.n.aient,.a.p.R.%.n.E,(a-a.pp-p.r-R.e-%.n-n.aient-E),aient,E,aient-E,118,958,100,100,17.327,1.051,1637,53029,1363,36793,81.344,79.431,67.543,57.768,209,pp-p,125,aient-E,17.781,e-%,12.516,pp-p,1012,30398.147,1671,51212.448,2055,86557.658,1012,30398.147,1760,47344.944,125,979.601,99.508,96.524,75.36,73.387,99.084,98.604,99.901,62.317,72.011,70.748,17.313,1.3
apprenait,apR%nE,VER,9,6,1.5,7,3,3.10977,2.6,.a.pp.r.e.n.ai.t,.a.p.R.%.n.E.#,(a-a.pp-p.r-R.e-%.n-n.ai-E.t-#),.a.pp.r.e.n.ait,.a.p.R.%.n.E,(a-a.pp-p.r-R.e-%.n-n.ait-E),ait,E,ait-E,265,5815,100,100,38.913,6.38,1778,58730,1390,37617,87.926,86.785,71.283,58.862,209,pp-p,191,pp-p,17.781,e-%,12.516,pp-p,1012,30398.147,1875,58831.519,2055,86557.658,1012,30398.147,1760,47344.944,287,5924.17,99.508,96.524,83.378,82.473,99.084,98.604,99.901,62.317,72.011,70.748,39.751,7.865
apprenant,apR%n@,"NC,VER",9,6,1.5,7,3,3.10977,2.65,.a.pp.r.e.n.an.t,.a.p.R.%.n.@.#,(a-a.pp-p.r-R.e-%.n-n.an-@.t-#),.a.pp.r.e.n.ant,.a.p.R.%.n.@,(a-a.pp-p.r-R.e-%.n-n.ant-@),ant,@,ant-@,298,7768,100,100,34.571,14.148,1796,60956,1397,37978,88.035,86.89,70.7,60.764,209,pp-p,191,pp-p,17.781,e-%,12.516,pp-p,1012,30398.147,1901,61946.889,2055,86557.658,1012,30398.147,1760,47344.944,331,8088.567,99.508,96.524,83.53,82.62,99.084,98.604,99.901,62.317,72.011,70.748,36.254,19.274
apprend,apR@,VER,7,4,1.75,5,2,62.19544,2.65,.a.pp.r.en.d,.a.p.R.@.#,(a-a.pp-p.r-R.en-@.d-#),.a.pp.r.end,.a.p.R.@,(a-a.pp-p.r-R.end-@),end,@,end-@,16,936,100,100,1.856,1.705,1704,53522,1564,43326,90.006,90.984,52.588,42.494,78,d-#,16,end-@,54.259,en-@,1.752,end-@,1012,30398.147,2477,77309.236,78,5283.505,1012,30398.147,2614,70983.993,16,936.041,99.508,96.524,84.742,87.488,96.296,95.934,99.901,62.317,54.349,52.714,1.752,2.23
apprendrai,apR@dRE,VER,10,7,1.43,7,3,3.10977,3,.a.pp.r.en.d.r.ai,.a.p.R.@.d.R.E,(a-a.pp-p.r-R.en-@.d-d.r-R.ai-E),.a.pp.r.en.d.r.ai,.a.p.R.@.d.R.E,(a-a.pp-p.r-R.en-@.d-d.r-R.ai-E),ai,E,ai-E,33,2068,100,100,4.846,2.269,2274,70476,1841,49944,92.856,93.473,64.648,58.104,32,ai-E,32,ai-E,54.259,en-@,4.432,ai-E,1012,30398.147,2975,92481.258,32,528.668,1012,30398.147,2368,63735.704,32,528.668,99.508,96.524,90.097,91.557,100,100,99.901,62.317,69.641,68.742,4.432,0.702
apprendrais,apR@dRE,VER,11,7,1.57,8,3,3.10977,3.35,.a.pp.r.en.d.r.ai.s,.a.p.R.@.d.R.E.#,(a-a.pp-p.r-R.en-@.d-d.r-R.ai-E.s-#),.a.pp.r.en.d.r.ais,.a.p.R.@.d.R.E,(a-a.pp-p.r-R.en-@.d-d.r-R.ais-E),ais,E,ais-E,110,5218,100,100,16.153,5.725,2598,90878,1852,50617,93.528,93.786,66.251,58.998,209,pp-p,113,ais-E,54.259,en-@,12.516,pp-p,1012,30398.147,2628,81044.617,4002,210357.889,1012,30398.147,2368,63735.704,113,5239.983,99.508,96.524,91.605,92.84,99.084,96.724,99.901,62.317,69.641,68.742,15.651,6.956
apprendras,apR@dRA,VER,10,7,1.43,8,3,21.7684,2.95,.a.pp.r.en.d.r.a.s,.a.p.R.@.d.R.A.#,(a-a.pp-p.r-R.en-@.d-d.r-R.a-A.s-#),.a.pp.r.en.d.r.as,.a.p.R.@.d.R.A,(a-a.pp-p.r-R.en-@.d-d.r-R.as-A),as,A,as-A,56,6963,86.154,98.461,17.555,50.269,2526,90058,1844,50729,82.17,83.245,66.439,64.619,209,pp-p,57,as-A,8.284,a-A,12.516,pp-p,1012,30398.147,2533,79950.997,4002,210357.889,1012,30398.147,2368,63735.704,57,6023.637,99.508,96.524,76.462,78.785,99.084,96.724,99.901,62.317,69.641,68.742,16.964,46.306
apprendre,apR@dR,VER,9,6,1.5,7,2,220.7938,2.5,.a.pp.r.en.d.r.e,.a.p.R.@.d.R.°,(a-a.pp-p.r-R.en-@.d-d.r-R.e-°),.a.pp.r.en.d.re,.a.p.R.@.d.R,(a-a.pp-p.r-R.en-@.d-d.re-R),endre,@dR,endre-@dR,17,1371,100,100,94.444,99.549,2692,94454,1392,41120,92.856,93.473,64.355,57.761,209,pp-p,191,pp-p,54.259,en-@,12.516,pp-p,1012,30398.147,2975,92481.258,2962,168375.764,1012,30398.147,1701,45149.443,537,35725.115,99.508,96.524,90.097,91.557,100,100,99.901,62.317,63.006,61.959,34.204,36.411
apprendrez,apR@dRe,VER,10,7,1.43,7,3,3.10977,3.1,.a.pp.r.en.d.r.ez,.a.p.R.@.d.R.e,(a-a.pp-p.r-R.en-@.d-d.r-R.ez-e),.a.pp.r.en.d.r.ez,.a.p.R.@.d.R.e,(a-a.pp-p.r-R.en-@.d-d.r-R.ez-e),ez,e,ez-e,79,1191,100,100,3.571,2.094,2285,70589,1852,50057,92.856,93.473,64.6,58.389,108,ez-e,108,ez-e,54.259,en-@,4.092,ez-e,1012,30398.147,2975,92481.258,108,1321.669,1012,30398.147,2368,63735.704,108,1321.669,99.508,96.524,90.097,91.557,100,100,99.901,62.317,69.641,68.742,4.092,2.698
apprendront,apR@dR§,VER,11,7,1.57,8,3,3.10977,3.5,.a.pp.r.en.d.r.on.t,.a.p.R.@.d.R.§.#,(a-a.pp-p.r-R.en-@.d-d.r-R.on-§.t-#),.a.pp.r.en.d.r.ont,.a.p.R.@.d.R.§,(a-a.pp-p.r-R.en-@.d-d.r-R.ont-§),ont,§,ont-§,65,9584,100,100,16.209,27.099,2367,76507,1845,50913,93.585,94.011,65.109,60.338,209,pp-p,64,ont-§,54.259,en-@,7.656,ont-§,1012,30398.147,2645,82516.054,2055,86557.658,1012,30398.147,2368,63735.704,64,7314.194,99.508,96.524,91.681,92.827,99.084,98.604,99.901,62.317,69.641,68.742,7.656,16.341
apprends,apR@,VER,8,4,2,6,2,24.87817,2.45,.a.pp.r.en.d.s,.a.p.R.@.#.#,(a-a.pp-p.r-R.en-@.d-#.s-#),.a.pp.r.ends,.a.p.R.@,(a-a.pp-p.r-R.ends-@),ends,@,ends-@,11,264,100,100,1.276,0.481,2082,79042,1563,43158,76.088,76.731,52.451,42.094,47,d-#,11,ends-@,3.71,d-#,1.205,ends-@,1012,30398.147,1870,58374.538,4002,210357.889,1012,30398.147,2614,70983.993,11,264.332,99.508,96.524,64.484,66.784,99.084,96.724,99.901,62.317,54.349,52.714,1.205,0.63
apprenez,apR%ne,VER,8,6,1.33,6,3,3.10977,2.65,.a.pp.r.e.n.ez,.a.p.R.%.n.e,(a-a.pp-p.r-R.e-%.n-n.ez-e),.a.pp.r.e.n.ez,.a.p.R.%.n.e,(a-a.pp-p.r-R.e-%.n-n.ez-e),ez,e,ez-e,79,1191,100,100,3.571,2.094,1601,50336,1360,36850,86.21,84.939,65.339,58.001,108,ez-e,108,ez-e,17.781,e-%,4.092,ez-e,1012,30398.147,2121,67574.046,108,1321.669,1012,30398.147,1760,47344.944,108,1321.669,99.508,96.524,79.437,78.278,100,100,99.901,62.317,72.011,70.748,4.092,2.698
apprenne,apREn,VER,8,5,1.6,6,2,3.10977,2.4,.a.pp.r.e[CC].nn.e,.a.p.R.E.n.°,(a-a.pp-p.r-R.e[CC]-E.nn-n.e-°),.a.pp.r.e.nne,.a.p.R.E.n,(a-a.pp-p.r-R.e-E.nne-n),enne,En,enne-En,6,56,100,100,6.186,1.399,1895,71775,1576,46394,97.91,97.486,57.972,48.77,209,pp-p,78,nne-n,87.982,e[CC]-E,12.516,pp-p,1012,30398.147,1849,57969.493,2962,168375.764,1012,30398.147,2264,66065.324,78,3374.113,99.508,96.524,96.988,97.098,100,100,99.901,62.317,57.288,56.339,18.097,12.514
apprennent,apREn,VER,10,5,2,7,2,46.64658,2.85,.a.pp.r.e[CC].nn.en.t,.a.p.R.E.n.#.#,(a-a.pp-p.r-R.e[CC]-E.nn-n.en-#.t-#),.a.pp.r.e.nnent,.a.p.R.E.n,(a-a.pp-p.r-R.e-E.nnent-n),ennent,En,ennent-En,5,243,100,100,5.155,6.061,1588,51707,1567,45938,88.83,87.354,55.745,47.079,209,pp-p,30,nnent-n,35.269,en-#,6.961,nnent-n,1012,30398.147,1609,48999.012,2055,86557.658,1012,30398.147,2264,66065.324,30,1094.643,99.508,96.524,84.644,83.269,99.084,98.604,99.901,62.317,57.288,56.339,6.961,4.06
apprennes,apREn,VER,9,5,1.8,7,2,3.10977,2.6,.a.pp.r.e[CC].nn.e.s,.a.p.R.E.n.°.#,(a-a.pp-p.r-R.e[CC]-E.nn-n.e-°.s-#),.a.pp.r.e.nnes,.a.p.R.E.n,(a-a.pp-p.r-R.e-E.nnes-n),ennes,En,ennes-En,4,93,100,100,4.124,2.331,2093,75904,1568,45963,98.077,97.377,55.931,47.171,209,pp-p,34,nnes-n,87.982,e[CC]-E,7.889,nnes-n,1012,30398.147,1927,58114.417,4002,210357.889,1012,30398.147,2264,66065.324,34,1219.036,99.508,96.524,97.59,97.679,99.084,96.724,99.901,62.317,57.288,56.339,7.889,4.521
apprenons,apR%n§,VER,9,6,1.5,7,3,3.10977,2.95,.a.pp.r.e.n.on.s,.a.p.R.%.n.§.#,(a-a.pp-p.r-R.e-%.n-n.on-§.s-#),.a.pp.r.e.n.ons,.a.p.R.%.n.§,(a-a.pp-p.r-R.e-%.n-n.ons-§),ons,§,ons-§,178,3340,100,100,44.389,9.443,2070,77677,1397,37984,87.992,86.505,71.296,60.578,209,pp-p,191,pp-p,17.781,e-%,12.516,pp-p,1012,30398.147,1896,60597.244,4002,210357.889,1012,30398.147,1760,47344.944,333,8128.987,99.508,96.524,83.47,82.458,99.084,96.724,99.901,62.317,72.011,70.748,39.833,18.162
apprentie,apR@ti,NC,9,6,1.5,7,3,6.21954,2.95,.a.pp.r.en.t.i.e,.a.p.R.@.t.i.#,(a-a.pp-p.r-R.en-@.t-t.i-i.e-#),.a.pp.r.en.t.ie,.a.p.R.@.t.i,(a-a.pp-p.r-R.en-@.t-t.ie-i),ie,i,ie-i,155,6851,100,100,27.828,17.802,2439,72838,1675,46422,75.481,73.854,62.031,53.768,209,pp-p,161,ie-i,16.592,e-#,12.516,pp-p,1012,30398.147,3094,93122.502,591,13854.118,1012,30398.147,2220,60281.658,161,7006.338,99.508,96.524,82.454,83.117,16.592,4.866,99.901,62.317,61.631,61.217,25.76,15.421
apprentis,apR@ti,NC,9,6,1.5,7,3,27.98795,2.9,.a.pp.r.en.t.i.s,.a.p.R.@.t.i.#,(a-a.pp-p.r-R.en-@.t-t.i-i.s-#),.a.pp.r.en.t.is,.a.p.R.@.t.i,(a-a.pp-p.r-R.en-@.t-t.is-i),is,i,is-i,97,8297,95.098,98.632,17.415,21.56,2926,100910,1666,47040,87.266,86.976,60.618,55.129,209,pp-p,108,is-i,54.259,en-@,12.516,pp-p,1012,30398.147,3094,93122.502,4002,210357.889,1012,30398.147,2220,60281.658,108,10716.285,99.508,96.524,82.454,83.117,99.084,96.724,99.901,62.317,61.631,61.217,17.28,23.587
apprentissage,apR@tisaZ,NC,13,9,1.44,10,4,43.53681,5.4,.a.pp.r.en.t.i.ss.a.g.e,.a.p.R.@.t.i.s.a.Z.°,(a-a.pp-p.r-R.en-@.t-t.i-i.ss-s.a-a.g-Z.e-°),.a.pp.r.en.t.i.ss.a.ge,.a.p.R.@.t.i.s.a.Z,(a-a.pp-p.r-R.en-@.t-t.i-i.ss-s.a-a.ge-Z),age,aZ,age-aZ,83,3200,98.81,99.324,67.48,66.216,2435,79354,1995,53721,86.297,85.719,69.509,65.712,209,pp-p,155,ge-Z,54.259,en-@,12.516,pp-p,1012,30398.147,2547,74346.021,2962,168375.764,1012,30398.147,2398,63864.799,155,6039.191,99.508,96.524,82.933,82.584,100,100,99.901,62.317,66.31,65.605,61.508,69.856
apprentissages,apR@tisaZ,NC,14,9,1.56,11,4,6.21954,6.1,.a.pp.r.en.t.i.ss.a.g.e.s,.a.p.R.@.t.i.s.a.Z.°.#,(a-a.pp-p.r-R.en-@.t-t.i-i.ss-s.a-a.g-Z.e-°.s-#),.a.pp.r.en.t.i.ss.a.ges,.a.p.R.@.t.i.s.a.Z,(a-a.pp-p.r-R.en-@.t-t.i-i.ss-s.a-a.ges-Z),ages,aZ,ages-aZ,31,1555,96.875,99.8,25.203,32.175,2512,81293,1985,53305,87.459,86.72,65.805,60.9,209,pp-p,71,ges-Z,54.259,en-@,12.516,pp-p,1012,30398.147,2513,72606.92,4002,210357.889,1012,30398.147,2398,63864.799,71,2295.021,99.508,96.524,84.829,84.519,99.084,96.724,99.901,62.317,66.31,65.605,28.175,26.547
apprête,apREt,VER,7,5,1.4,6,2,3.10977,2.8,.a.pp.r.ê.t.e,.a.p.R.E.t.°,(a-a.pp-p.r-R.ê-E.t-t.e-°),.a.pp.r.ê.te,.a.p.R.E.t,(a-a.pp-p.r-R.ê-E.te-t),ête,Et,ête-Et,13,976,100,100,7.784,12.932,2379,86136,1341,39149,97.233,96.135,50.991,46.335,114,ê-E,105,ê-E,83.919,t-t,4.241,ê-E,1012,30398.147,2574,79510.192,2962,168375.764,1012,30398.147,1778,48836.089,358,18839.025,99.508,96.524,95.972,95.071,100,100,99.901,62.317,37.646,36.854,42.118,58.793
appris,apRi,"VER,ADJ",6,4,1.5,5,2,74.63452,2.45,.a.pp.r.i.s,.a.p.R.i.#,(a-a.pp-p.r-R.i-i.s-#),.a.pp.r.is,.a.p.R.i,(a-a.pp-p.r-R.is-i),is,i,is-i,97,8297,95.098,98.632,17.415,21.56,3146,113348,1587,45771,94.536,93.215,56.47,47.833,209,pp-p,108,is-i,74.122,i-i,12.516,pp-p,1012,30398.147,3572,108661.061,4002,210357.889,1012,30398.147,2614,70983.993,108,10716.285,99.508,96.524,91.363,90.942,99.084,96.724,99.901,62.317,54.349,52.714,17.28,23.587
apprises,apRiz,"VER,ADJ",8,5,1.6,7,2,12.43909,2.85,.a.pp.r.i.s.e.s,.a.p.R.i.z.°.#,(a-a.pp-p.r-R.i-i.s-z.e-°.s-#),.a.pp.r.i.ses,.a.p.R.i.z,(a-a.pp-p.r-R.i-i.ses-z),ises,iz,ises-iz,20,348,100,100,22.472,12.888,2707,93405,2022,54267,88.672,86.611,66.502,58.805,209,pp-p,85,ses-z,48.021,s-z,12.516,pp-p,1012,30398.147,2787,82615.171,4002,210357.889,1012,30398.147,3005,79334.812,85,2932.526,99.508,96.524,84.422,82.606,99.084,96.724,99.901,62.317,68.542,67.504,26.984,29.195
apprivoise,apRivwaz,VER,10,8,1.25,8,3,3.10977,4.4,.a.pp.r.i.v.oi.s.e,.a.p.R.i.v.wa.z.°,(a-a.pp-p.r-R.i-i.v-v.oi-wa.s-z.e-°),.a.pp.r.i.v.oi.se,.a.p.R.i.v.wa.z,(a-a.pp-p.r-R.i-i.v-v.oi-wa.se-z),oise,waz,oise-waz,5,78,62.5,89.285,62.5,49.02,2133,75834,1624,44667,87.152,86.319,79.588,74.76,209,pp-p,166,se-z,48.021,s-z,12.516,pp-p,1012,30398.147,2182,67983.512,2962,168375.764,1012,30398.147,2038,55274.589,166,5896.151,99.508,96.524,82.951,82.338,100,100,99.901,62.317,80.903,80.461,52.698,58.7
approcha,apROSA,VER,8,6,1.33,6,3,3.10977,2.65,.a.pp.r.o.ch.a,.a.p.R.O.S.A,(a-a.pp-p.r-R.o-O.ch-S.a-A),.a.pp.r.o.ch.a,.a.p.R.O.S.A,(a-a.pp-p.r-R.o-O.ch-S.a-A),a,A,a-A,211,4027,92.952,10.64,66.144,29.075,1749,51602,1526,40812,96.191,81.32,79.142,66.435,209,pp-p,191,pp-p,89.393,o-O,12.516,pp-p,1012,30398.147,2313,68772.9,227,4123.597,1012,30398.147,1979,52587.279,227,4123.597,99.508,96.524,96.433,95.135,91.903,10.857,99.901,62.317,76.848,76.149,67.56,31.7
approchait,apROSE,VER,10,6,1.67,7,3,9.32932,3.15,.a.pp.r.o.ch.ai.t,.a.p.R.O.S.E.#,(a-a.pp-p.r-R.o-O.ch-S.ai-E.t-#),.a.pp.r.o.ch.ait,.a.p.R.O.S.E,(a-a.pp-p.r-R.o-O.ch-S.ait-E),ait,E,ait-E,265,5815,100,100,38.913,6.38,1888,59416,1536,41112,97.638,96.418,74.508,62.463,209,pp-p,191,pp-p,89.393,o-O,12.516,pp-p,1012,30398.147,2029,59790.602,2055,86557.658,1012,30398.147,1979,52587.279,287,5924.17,99.508,96.524,96.975,95.959,99.084,98.604,99.901,62.317,76.848,76.149,39.751,7.865
approchant,apROS@,"ADJ,VER",10,6,1.67,7,3,9.32932,2.95,.a.pp.r.o.ch.an.t,.a.p.R.O.S.@.#,(a-a.pp-p.r-R.o-O.ch-S.an-@.t-#),.a.pp.r.o.ch.ant,.a.p.R.O.S.@,(a-a.pp-p.r-R.o-O.ch-S.ant-@),ant,@,ant-@,298,7768,100,100,34.571,14.148,1906,61641,1543,41473,97.747,96.523,73.925,64.364,209,pp-p,191,pp-p,89.393,o-O,12.516,pp-p,1012,30398.147,2054,62905.972,2055,86557.658,1012,30398.147,1979,52587.279,331,8088.567,99.508,96.524,97.127,96.107,99.084,98.604,99.901,62.317,76.848,76.149,36.254,19.274
approche,apROS,"NC,VER",8,5,1.6,6,2,65.30521,2.15,.a.pp.r.o.ch.e,.a.p.R.O.S.°,(a-a.pp-p.r-R.o-O.ch-S.e-°),.a.pp.r.o.che,.a.p.R.O.S,(a-a.pp-p.r-R.o-O.che-S),oche,OS,oche-OS,10,616,100,100,55.556,88.393,2204,78978,1731,47903,97.54,96.178,72.252,68.507,209,pp-p,73,che-S,89.393,o-O,12.516,pp-p,1012,30398.147,2313,68772.9,2962,168375.764,1012,30398.147,2524,68673.421,73,3094.23,99.508,96.524,96.433,95.135,100,100,99.901,62.317,69.228,68.222,53.676,75.55
approché,apROSe,"VER,ADJ",8,6,1.33,6,3,6.21954,2.35,.a.pp.r.o.ch.é,.a.p.R.O.S.e,(a-a.pp-p.r-R.o-O.ch-S.é-e),.a.pp.r.o.ch.é,.a.p.R.O.S.e,(a-a.pp-p.r-R.o-O.ch-S.é-e),é,e,é-e,638,12194,100,100,28.843,21.44,1828,53081,1605,42291,97.54,96.178,72.329,65.574,209,pp-p,191,pp-p,89.393,o-O,12.516,pp-p,1012,30398.147,2313,68772.9,704,12995.844,1012,30398.147,1979,52587.279,704,12995.844,99.508,96.524,96.433,95.135,100,100,99.901,62.317,76.848,76.149,26.677,26.53
